match_id,match_date,player_id,model_prob,pinnacle_odds,pinnacle_implied,edge,kelly_stake,bet,actual_won,pnl,surface_name,tier_name
24607,2024-01-01,692,0.7732,1.61,0.6211,0.1521,0.0,False,1,0.0,Hard,ATP 500
24607,2024-01-01,593,0.2268,2.49,0.4016,-0.1748,0.0,False,0,0.0,Hard,ATP 500
24608,2024-01-01,84,0.5878,1.17,0.8547,-0.2669,0.0,False,1,0.0,Hard,ATP 500
24608,2024-01-01,496,0.4122,5.93,0.1686,0.2436,0.0,False,0,0.0,Hard,ATP 500
24609,2024-01-01,289,0.2432,2.59,0.3861,-0.1429,0.0,False,1,0.0,Hard,ATP 500
24609,2024-01-01,497,0.7568,1.56,0.641,0.1158,0.0,False,0,0.0,Hard,ATP 500
24610,2024-01-01,645,0.4264,2.66,0.3759,0.0505,0.015210843373493975,True,1,0.02525,Hard,ATP 500
24610,2024-01-01,577,0.5736,1.54,0.6494,-0.0758,0.0,False,0,0.0,Hard,ATP 500
24611,2024-01-01,14,0.8708,1.13,0.885,-0.0142,0.0,False,1,0.0,Hard,ATP 500
24611,2024-01-01,424,0.1292,7.16,0.1397,-0.0105,0.0,False,0,0.0,Hard,ATP 500
24612,2024-01-01,475,0.7857,1.32,0.7576,0.0281,0.0,False,1,0.0,Hard,ATP 500
24612,2024-01-01,578,0.2143,3.68,0.2717,-0.0574,0.0,False,0,0.0,Hard,ATP 500
24614,2024-01-01,3,0.294,2.21,0.4525,-0.1585,0.0,False,1,0.0,Hard,ATP 500
24614,2024-01-01,545,0.706,1.74,0.5747,0.1313,0.0,False,0,0.0,Hard,ATP 500
24615,2024-01-01,420,0.2084,4.54,0.2203,-0.0119,0.0,False,1,0.0,Hard,ATP 500
24615,2024-01-01,552,0.7916,1.25,0.8,-0.0084,0.0,False,0,0.0,Hard,ATP 500
24616,2024-01-01,555,0.3731,2.31,0.4329,-0.0598,0.0,False,1,0.0,Hard,ATP 500
24616,2024-01-01,641,0.6269,1.68,0.5952,0.0317,0.0,False,0,0.0,Hard,ATP 500
24618,2024-01-01,692,0.5123,2.05,0.4878,0.0245,0.0,False,1,0.0,Hard,ATP 500
24618,2024-01-01,147,0.4877,1.85,0.5405,-0.0528,0.0,False,0,0.0,Hard,ATP 500
24619,2024-01-01,593,0.2457,2.02,0.495,-0.2493,0.0,False,1,0.0,Hard,ATP 500
24619,2024-01-01,588,0.7543,1.88,0.5319,0.2224,0.12636363636363637,True,0,-0.12636363636363637,Hard,ATP 500
24620,2024-01-01,496,0.266,2.6,0.3846,-0.1186,0.0,False,1,0.0,Hard,ATP 500
24620,2024-01-01,280,0.734,1.55,0.6452,0.0888,0.0,False,0,0.0,Hard,ATP 500
24621,2024-01-01,84,0.3812,1.6,0.625,-0.2438,0.0,False,1,0.0,Hard,ATP 500
24621,2024-01-01,116,0.6188,2.48,0.4032,0.2156,0.07283783783783784,True,0,-0.07283783783783784,Hard,ATP 500
24622,2024-01-01,289,0.6379,1.35,0.7407,-0.1028,0.0,False,1,0.0,Hard,ATP 500
24622,2024-01-01,586,0.3621,3.54,0.2825,0.0796,0.0,False,0,0.0,Hard,ATP 500
24623,2024-01-01,497,0.8165,1.44,0.6944,0.1221,0.0,False,1,0.0,Hard,ATP 500
24623,2024-01-01,703,0.1835,2.97,0.3367,-0.1532,0.0,False,0,0.0,Hard,ATP 500
24625,2024-01-01,645,0.4782,2.71,0.369,0.1092,0.03192982456140351,True,1,0.0546,Hard,ATP 500
24625,2024-01-01,10,0.5218,1.52,0.6579,-0.1361,0.0,False,0,0.0,Hard,ATP 500
24626,2024-01-01,424,0.6631,1.64,0.6098,0.0533,0.0,False,1,0.0,Hard,ATP 500
24626,2024-01-01,705,0.3369,2.39,0.4184,-0.0815,0.0,False,0,0.0,Hard,ATP 500
24627,2024-01-01,14,0.8301,1.35,0.7407,0.0894,0.0,False,1,0.0,Hard,ATP 500
24627,2024-01-01,85,0.1699,3.47,0.2882,-0.1183,0.0,False,0,0.0,Hard,ATP 500
24653,2024-01-01,123,0.7443,1.34,0.7463,-0.002,0.0,False,1,0.0,Hard,ATP 500
24653,2024-01-01,465,0.2557,3.56,0.2809,-0.0252,0.0,False,0,0.0,Hard,ATP 500
24654,2024-01-01,123,0.8651,1.18,0.8475,0.0176,0.0,False,1,0.0,Hard,ATP 500
24654,2024-01-01,682,0.1349,5.78,0.173,-0.0381,0.0,False,0,0.0,Hard,ATP 500
24655,2024-01-01,465,0.628,1.67,0.5988,0.0292,0.0,False,1,0.0,Hard,ATP 500
24655,2024-01-01,426,0.372,2.35,0.4255,-0.0535,0.0,False,0,0.0,Hard,ATP 500
24656,2024-01-01,123,0.7389,1.32,0.7576,-0.0187,0.0,False,1,0.0,Hard,ATP 500
24656,2024-01-01,684,0.2611,3.71,0.2695,-0.0084,0.0,False,0,0.0,Hard,ATP 500
24657,2024-01-01,682,0.1912,3.7,0.2703,-0.0791,0.0,False,1,0.0,Hard,ATP 500
24657,2024-01-01,269,0.8088,1.33,0.7519,0.0569,0.0,False,0,0.0,Hard,ATP 500
24658,2024-01-01,426,0.4822,2.85,0.3509,0.1313,0.03548648648648649,True,1,0.06565,Hard,ATP 500
24658,2024-01-01,31,0.5178,1.48,0.6757,-0.1579,0.0,False,0,0.0,Hard,ATP 500
24659,2024-01-01,465,0.6113,1.64,0.6098,0.0015,0.0,False,1,0.0,Hard,ATP 500
24659,2024-01-01,631,0.3887,2.42,0.4132,-0.0245,0.0,False,0,0.0,Hard,ATP 500
24660,2024-01-01,123,0.8318,1.11,0.9009,-0.0691,0.0,False,1,0.0,Hard,ATP 500
24660,2024-01-01,217,0.1682,7.85,0.1274,0.0408,0.0,False,0,0.0,Hard,ATP 500
24662,2024-01-01,269,0.5955,1.82,0.5495,0.046,0.0,False,1,0.0,Hard,ATP 500
24662,2024-01-01,505,0.4045,2.08,0.4808,-0.0763,0.0,False,0,0.0,Hard,ATP 500
24663,2024-01-01,682,0.2284,2.6,0.3846,-0.1562,0.0,False,1,0.0,Hard,ATP 500
24663,2024-01-01,589,0.7716,1.55,0.6452,0.1264,0.0,False,0,0.0,Hard,ATP 500
24665,2024-01-01,31,0.3899,1.47,0.6803,-0.2904,0.0,False,1,0.0,Hard,ATP 500
24665,2024-01-01,592,0.6101,2.9,0.3448,0.2653,0.0698157894736842,True,0,-0.0698157894736842,Hard,ATP 500
24666,2024-01-01,631,0.4695,2.37,0.4219,0.0476,0.0,False,1,0.0,Hard,ATP 500
24666,2024-01-01,548,0.5305,1.65,0.6061,-0.0756,0.0,False,0,0.0,Hard,ATP 500
24667,2024-01-01,465,0.3426,2.32,0.431,-0.0884,0.0,False,1,0.0,Hard,ATP 500
