match_id,match_date,player_id,model_prob,pinnacle_odds,pinnacle_implied,edge,kelly_stake,bet,actual_won,pnl,surface_name,tier_name
25120,2024-02-19,420,0.6949,1.75,0.5714,0.1235,0.0,False,0,0.0,Clay,ATP 500
25121,2024-02-19,511,0.2817,2.25,0.4444,-0.1627,0.0,False,1,0.0,Clay,ATP 500
25121,2024-02-19,264,0.7183,1.72,0.5814,0.1369,0.0,False,0,0.0,Clay,ATP 500
25123,2024-02-19,297,0.1631,10.81,0.0925,0.0706,0.0,False,1,0.0,Clay,ATP 500
25123,2024-02-19,543,0.8369,1.07,0.9346,-0.0977,0.0,False,0,0.0,Clay,ATP 500
25124,2024-02-19,612,0.2933,1.62,0.6173,-0.324,0.0,False,1,0.0,Clay,ATP 500
25124,2024-02-19,507,0.7067,2.44,0.4098,0.2969,0.0,False,0,0.0,Clay,ATP 500
25125,2024-02-19,686,0.482,2.17,0.4608,0.0212,0.0,False,1,0.0,Clay,ATP 500
25125,2024-02-19,29,0.518,1.76,0.5682,-0.0502,0.0,False,0,0.0,Clay,ATP 500
25126,2024-02-19,588,0.8118,1.3,0.7692,0.0426,0.0,False,1,0.0,Clay,ATP 500
25126,2024-02-19,468,0.1882,3.88,0.2577,-0.0695,0.0,False,0,0.0,Clay,ATP 500
25127,2024-02-19,592,0.7018,1.67,0.5988,0.103,0.0,False,1,0.0,Clay,ATP 500
25127,2024-02-19,772,0.2982,2.33,0.4292,-0.131,0.0,False,0,0.0,Clay,ATP 500
25130,2024-02-19,417,0.6717,1.48,0.6757,-0.004,0.0,False,1,0.0,Clay,ATP 500
25130,2024-02-19,483,0.3283,2.83,0.3534,-0.0251,0.0,False,0,0.0,Clay,ATP 500
25131,2024-02-19,762,0.1603,4.47,0.2237,-0.0634,0.0,False,1,0.0,Clay,ATP 500
25131,2024-02-19,684,0.8397,1.24,0.8065,0.0332,0.0,False,0,0.0,Clay,ATP 500
25132,2024-02-19,144,0.4682,2.25,0.4444,0.0238,0.0,False,1,0.0,Clay,ATP 500
25132,2024-02-19,202,0.5318,1.71,0.5848,-0.053,0.0,False,0,0.0,Clay,ATP 500
25133,2024-02-19,761,0.2861,1.75,0.5714,-0.2853,0.0,False,1,0.0,Clay,ATP 500
25133,2024-02-19,484,0.7139,2.18,0.4587,0.2552,0.0,False,0,0.0,Clay,ATP 500
25134,2024-02-19,420,0.2485,2.69,0.3717,-0.1232,0.0,False,1,0.0,Clay,ATP 500
25134,2024-02-19,98,0.7515,1.52,0.6579,0.0936,0.0,False,0,0.0,Clay,ATP 500
25135,2024-02-19,264,0.4369,1.81,0.5525,-0.1156,0.0,False,1,0.0,Clay,ATP 500
25135,2024-02-19,426,0.5631,2.1,0.4762,0.0869,0.0,False,0,0.0,Clay,ATP 500
25136,2024-02-19,511,0.2906,2.17,0.4608,-0.1702,0.0,False,1,0.0,Clay,ATP 500
25136,2024-02-19,540,0.7094,1.76,0.5682,0.1412,0.0,False,0,0.0,Clay,ATP 500
25138,2024-02-19,425,0.7926,1.36,0.7353,0.0573,0.0,False,1,0.0,Clay,ATP 500
25138,2024-02-19,161,0.2074,3.43,0.2915,-0.0841,0.0,False,0,0.0,Clay,ATP 500
25139,2024-02-26,383,0.684,1.6,0.625,0.059,0.0,False,1,0.0,Hard,ATP 500
25139,2024-02-26,308,0.316,2.5,0.4,-0.084,0.0,False,0,0.0,Hard,ATP 500
25140,2024-02-26,383,0.7484,1.68,0.5952,0.1532,0.0,False,1,0.0,Hard,ATP 500
25140,2024-02-26,579,0.2516,2.33,0.4292,-0.1776,0.0,False,0,0.0,Hard,ATP 500
25141,2024-02-26,308,0.5378,1.66,0.6024,-0.0646,0.0,False,1,0.0,Hard,ATP 500
25141,2024-02-26,475,0.4622,2.37,0.4219,0.0403,0.0,False,0,0.0,Hard,ATP 500
25142,2024-02-26,579,0.6465,1.38,0.7246,-0.0781,0.0,False,1,0.0,Hard,ATP 500
25142,2024-02-26,505,0.3535,3.35,0.2985,0.055,0.0,False,0,0.0,Hard,ATP 500
25143,2024-02-26,383,0.6308,1.93,0.5181,0.1127,0.06059139784946237,True,1,0.05635,Hard,ATP 500
25143,2024-02-26,440,0.3692,1.98,0.5051,-0.1359,0.0,False,0,0.0,Hard,ATP 500
25144,2024-02-26,308,0.5669,1.71,0.5848,-0.0179,0.0,False,1,0.0,Hard,ATP 500
25144,2024-02-26,641,0.4331,2.28,0.4386,-0.0055,0.0,False,0,0.0,Hard,ATP 500
25145,2024-02-26,475,0.6772,1.39,0.7194,-0.0422,0.0,False,1,0.0,Hard,ATP 500
25145,2024-02-26,495,0.3228,3.3,0.303,0.0198,0.0,False,0,0.0,Hard,ATP 500
25146,2024-02-26,505,0.6586,1.64,0.6098,0.0488,0.0,False,1,0.0,Hard,ATP 500
25146,2024-02-26,424,0.3414,2.41,0.4149,-0.0735,0.0,False,0,0.0,Hard,ATP 500
25147,2024-02-26,579,0.679,1.25,0.8,-0.121,0.0,False,1,0.0,Hard,ATP 500
25147,2024-02-26,124,0.321,4.45,0.2247,0.0963,0.0,False,0,0.0,Hard,ATP 500
25148,2024-02-26,383,0.8325,1.12,0.8929,-0.0604,0.0,False,1,0.0,Hard,ATP 500
25148,2024-02-26,426,0.1675,7.88,0.1269,0.0406,0.0,False,0,0.0,Hard,ATP 500
25149,2024-02-26,440,0.7666,1.18,0.8475,-0.0809,0.0,False,1,0.0,Hard,ATP 500
25149,2024-02-26,606,0.2334,5.67,0.1764,0.057,0.0,False,0,0.0,Hard,ATP 500
25150,2024-02-26,308,0.7677,1.24,0.8065,-0.0388,0.0,False,1,0.0,Hard,ATP 500
25150,2024-02-26,99,0.2323,4.65,0.2151,0.0172,0.0,False,0,0.0,Hard,ATP 500
25151,2024-02-26,641,0.6315,1.51,0.6623,-0.0308,0.0,False,1,0.0,Hard,ATP 500
25151,2024-02-26,692,0.3685,2.78,0.3597,0.0088,0.0,False,0,0.0,Hard,ATP 500
25152,2024-02-26,495,0.3665,2.58,0.3876,-0.0211,0.0,False,1,0.0,Hard,ATP 500
25152,2024-02-26,269,0.6335,1.57,0.6369,-0.0034,0.0,False,0,0.0,Hard,ATP 500
25153,2024-02-26,475,0.7312,1.22,0.8197,-0.0885,0.0,False,1,0.0,Hard,ATP 500
25153,2024-02-26,649,0.2688,4.9,0.2041,0.0647,0.0,False,0,0.0,Hard,ATP 500
25154,2024-02-26,424,0.1279,8.37,0.1195,0.0084,0.0,False,1,0.0,Hard,ATP 500
25154,2024-02-26,195,0.8721,1.1,0.9091,-0.037,0.0,False,0,0.0,Hard,ATP 500
25155,2024-02-26,505,0.6298,1.44,0.6944,-0.0646,0.0,False,1,0.0,Hard,ATP 500
25155,2024-02-26,61,0.3702,2.98,0.3356,0.0346,0.0,False,0,0.0,Hard,ATP 500
25156,2024-02-26,124,0.4599,2.41,0.4149,0.045,0.0,False,1,0.0,Hard,ATP 500
25156,2024-02-26,597,0.5401,1.63,0.6135,-0.0734,0.0,False,0,0.0,Hard,ATP 500
25157,2024-02-26,579,0.411,2.15,0.4651,-0.0541,0.0,False,1,0.0,Hard,ATP 500
25157,2024-02-26,333,0.589,1.78,0.5618,0.0272,0.0,False,0,0.0,Hard,ATP 500
25158,2024-02-26,383,0.8644,1.09,0.9174,-0.053,0.0,False,1,0.0,Hard,ATP 500
25158,2024-02-26,276,0.1356,9.35,0.107,0.0286,0.0,False,0,0.0,Hard,ATP 500
25159,2024-02-26,426,0.8111,1.36,0.7353,0.0758,0.0,False,1,0.0,Hard,ATP 500
25159,2024-02-26,342,0.1889,3.43,0.2915,-0.1026,0.0,False,0,0.0,Hard,ATP 500
25161,2024-02-26,440,0.6484,1.4,0.7143,-0.0659,0.0,False,1,0.0,Hard,ATP 500
25161,2024-02-26,555,0.3516,3.18,0.3145,0.0371,0.0,False,0,0.0,Hard,ATP 500
25162,2024-02-26,308,0.7952,1.2,0.8333,-0.0381,0.0,False,1,0.0,Hard,ATP 500
25162,2024-02-26,429,0.2048,5.1,0.1961,0.0087,0.0,False,0,0.0,Hard,ATP 500
25163,2024-02-26,99,0.772,1.25,0.8,-0.028,0.0,False,1,0.0,Hard,ATP 500
25163,2024-02-26,739,0.228,4.39,0.2278,0.0002,0.0,False,0,0.0,Hard,ATP 500
25164,2024-02-26,641,0.7136,1.39,0.7194,-0.0058,0.0,False,1,0.0,Hard,ATP 500
25164,2024-02-26,341,0.2864,3.22,0.3106,-0.0242,0.0,False,0,0.0,Hard,ATP 500
25165,2024-02-26,692,0.2171,5.28,0.1894,0.0277,0.0,False,1,0.0,Hard,ATP 500
25165,2024-02-26,214,0.7829,1.19,0.8403,-0.0574,0.0,False,0,0.0,Hard,ATP 500
25166,2024-02-26,269,0.694,1.39,0.7194,-0.0254,0.0,False,1,0.0,Hard,ATP 500
25166,2024-02-26,578,0.306,3.22,0.3106,-0.0046,0.0,False,0,0.0,Hard,ATP 500
25167,2024-02-26,495,0.7115,1.51,0.6623,0.0492,0.0,False,1,0.0,Hard,ATP 500
25167,2024-02-26,715,0.2885,2.74,0.365,-0.0765,0.0,False,0,0.0,Hard,ATP 500
25168,2024-02-26,649,0.2299,2.55,0.3922,-0.1623,0.0,False,1,0.0,Hard,ATP 500
25168,2024-02-26,289,0.7701,1.57,0.6369,0.1332,0.0,False,0,0.0,Hard,ATP 500
25169,2024-02-26,475,0.6932,1.35,0.7407,-0.0475,0.0,False,1,0.0,Hard,ATP 500
25169,2024-02-26,441,0.3068,3.5,0.2857,0.0211,0.0,False,0,0.0,Hard,ATP 500
25170,2024-02-26,497,0.6514,1.43,0.6993,-0.0479,0.0,False,1,0.0,Hard,ATP 500
25170,2024-02-26,379,0.3486,3.08,0.3247,0.0239,0.0,False,0,0.0,Hard,ATP 500
25171,2024-02-26,497,0.3427,3.05,0.3279,0.0148,0.0,False,1,0.0,Hard,ATP 500
25171,2024-02-26,340,0.6573,1.43,0.6993,-0.042,0.0,False,0,0.0,Hard,ATP 500
25172,2024-02-26,379,0.3047,4.09,0.2445,0.0602,0.0,False,1,0.0,Hard,ATP 500
25172,2024-02-26,123,0.6953,1.3,0.7692,-0.0739,0.0,False,0,0.0,Hard,ATP 500
25173,2024-02-26,340,0.7999,1.22,0.8197,-0.0198,0.0,False,1,0.0,Hard,ATP 500
25173,2024-02-26,513,0.2001,4.93,0.2028,-0.0027,0.0,False,0,0.0,Hard,ATP 500
25174,2024-02-26,497,0.4462,2.23,0.4484,-0.0022,0.0,False,1,0.0,Hard,ATP 500
25174,2024-02-26,329,0.5538,1.74,0.5747,-0.0209,0.0,False,0,0.0,Hard,ATP 500
25175,2024-02-26,379,0.6,2.17,0.4608,0.1392,0.059487179487179485,True,1,0.0696,Hard,ATP 500
25175,2024-02-26,629,0.4,1.78,0.5618,-0.1618,0.0,False,0,0.0,Hard,ATP 500
25176,2024-02-26,123,0.7403,1.43,0.6993,0.041,0.0,False,1,0.0,Hard,ATP 500
25176,2024-02-26,552,0.2597,3.08,0.3247,-0.065,0.0,False,0,0.0,Hard,ATP 500
25177,2024-02-26,340,0.8356,1.12,0.8929,-0.0573,0.0,False,1,0.0,Hard,ATP 500
25177,2024-02-26,446,0.1644,7.77,0.1287,0.0357,0.0,False,0,0.0,Hard,ATP 500
25178,2024-02-26,513,0.4773,1.75,0.5714,-0.0941,0.0,False,1,0.0,Hard,ATP 500
25178,2024-02-26,711,0.5227,2.21,0.4525,0.0702,0.029008264462809918,True,0,-0.029008264462809918,Hard,ATP 500
25179,2024-02-26,329,0.7958,1.19,0.8403,-0.0445,0.0,False,1,0.0,Hard,ATP 500
25179,2024-02-26,546,0.2042,5.36,0.1866,0.0176,0.0,False,0,0.0,Hard,ATP 500
25180,2024-02-26,497,0.7702,1.37,0.7299,0.0403,0.0,False,1,0.0,Hard,ATP 500
25180,2024-02-26,85,0.2298,3.42,0.2924,-0.0626,0.0,False,0,0.0,Hard,ATP 500
25181,2024-02-26,379,0.5113,1.99,0.5025,0.0088,0.0,False,1,0.0,Hard,ATP 500
25181,2024-02-26,469,0.4887,1.92,0.5208,-0.0321,0.0,False,0,0.0,Hard,ATP 500
25182,2024-02-26,629,0.2294,3.03,0.33,-0.1006,0.0,False,1,0.0,Hard,ATP 500
25182,2024-02-26,335,0.7706,1.44,0.6944,0.0762,0.0,False,0,0.0,Hard,ATP 500
25183,2024-02-26,552,0.6625,1.55,0.6452,0.0173,0.0,False,1,0.0,Hard,ATP 500
25183,2024-02-26,589,0.3375,2.64,0.3788,-0.0413,0.0,False,0,0.0,Hard,ATP 500
25184,2024-02-26,123,0.8231,1.33,0.7519,0.0712,0.0,False,1,0.0,Hard,ATP 500
25184,2024-02-26,585,0.1769,3.64,0.2747,-0.0978,0.0,False,0,0.0,Hard,ATP 500
25185,2024-02-26,340,0.8318,1.14,0.8772,-0.0454,0.0,False,1,0.0,Hard,ATP 500
25185,2024-02-26,693,0.1682,6.71,0.149,0.0192,0.0,False,0,0.0,Hard,ATP 500
25186,2024-02-26,446,0.6896,1.52,0.6579,0.0317,0.0,False,1,0.0,Hard,ATP 500
25186,2024-02-26,547,0.3104,2.67,0.3745,-0.0641,0.0,False,0,0.0,Hard,ATP 500
25187,2024-02-26,711,0.4968,1.99,0.5025,-0.0057,0.0,False,1,0.0,Hard,ATP 500
25187,2024-02-26,17,0.5032,1.9,0.5263,-0.0231,0.0,False,0,0.0,Hard,ATP 500
25188,2024-02-26,513,0.608,1.63,0.6135,-0.0055,0.0,False,1,0.0,Hard,ATP 500
25188,2024-02-26,695,0.392,2.4,0.4167,-0.0247,0.0,False,0,0.0,Hard,ATP 500
25190,2024-02-26,546,0.7185,1.67,0.5988,0.1197,0.0,False,1,0.0,Hard,ATP 500
25190,2024-02-26,445,0.2815,2.33,0.4292,-0.1477,0.0,False,0,0.0,Hard,ATP 500
25191,2024-02-26,85,0.486,2.11,0.4739,0.0121,0.0,False,1,0.0,Hard,ATP 500
25191,2024-02-26,365,0.514,1.81,0.5525,-0.0385,0.0,False,0,0.0,Hard,ATP 500
25192,2024-02-26,497,0.7133,1.51,0.6623,0.051,0.0,False,1,0.0,Hard,ATP 500
25192,2024-02-26,69,0.2867,2.72,0.3676,-0.0809,0.0,False,0,0.0,Hard,ATP 500
25193,2024-02-26,379,0.6494,2.28,0.4386,0.2108,0.08234375000000001,True,1,0.1054,Hard,ATP 500
25193,2024-02-26,577,0.3506,1.69,0.5917,-0.2411,0.0,False,0,0.0,Hard,ATP 500
25194,2024-02-26,469,0.8182,1.3,0.7692,0.049,0.0,False,1,0.0,Hard,ATP 500
25194,2024-02-26,694,0.1818,3.88,0.2577,-0.0759,0.0,False,0,0.0,Hard,ATP 500
25195,2024-02-26,629,0.522,1.74,0.5747,-0.0527,0.0,False,1,0.0,Hard,ATP 500
25195,2024-02-26,147,0.478,2.2,0.4545,0.0235,0.0,False,0,0.0,Hard,ATP 500
25196,2024-02-26,335,0.7929,1.2,0.8333,-0.0404,0.0,False,1,0.0,Hard,ATP 500
25196,2024-02-26,690,0.2071,5.05,0.198,0.0091,0.0,False,0,0.0,Hard,ATP 500
25197,2024-02-26,589,0.3384,1.92,0.5208,-0.1824,0.0,False,1,0.0,Hard,ATP 500
25197,2024-02-26,58,0.6616,1.97,0.5076,0.154,0.07938144329896907,True,0,-0.07938144329896907,Hard,ATP 500
25198,2024-02-26,552,0.6554,1.43,0.6993,-0.0439,0.0,False,1,0.0,Hard,ATP 500
25198,2024-02-26,631,0.3446,3.01,0.3322,0.0124,0.0,False,0,0.0,Hard,ATP 500
25199,2024-02-26,585,0.4605,1.5,0.6667,-0.2062,0.0,False,1,0.0,Hard,ATP 500
25199,2024-02-26,548,0.5395,2.78,0.3597,0.1798,0.05050561797752809,True,0,-0.05050561797752809,Hard,ATP 500
25201,2024-02-26,588,0.6278,1.57,0.6369,-0.0091,0.0,False,1,0.0,Clay,ATP 500
25201,2024-02-26,540,0.3722,2.59,0.3861,-0.0139,0.0,False,0,0.0,Clay,ATP 500
25202,2024-02-26,540,0.6906,1.57,0.6369,0.0537,0.0,False,1,0.0,Clay,ATP 500
25202,2024-02-26,468,0.3094,2.58,0.3876,-0.0782,0.0,False,0,0.0,Clay,ATP 500
25203,2024-02-26,588,0.7802,1.43,0.6993,0.0809,0.0,False,1,0.0,Clay,ATP 500
25203,2024-02-26,539,0.2198,3.07,0.3257,-0.1059,0.0,False,0,0.0,Clay,ATP 500
25204,2024-02-26,468,0.1686,4.78,0.2092,-0.0406,0.0,False,1,0.0,Clay,ATP 500
25204,2024-02-26,98,0.8314,1.23,0.813,0.0184,0.0,False,0,0.0,Clay,ATP 500
25205,2024-02-26,540,0.4758,1.75,0.5714,-0.0956,0.0,False,1,0.0,Clay,ATP 500
25205,2024-02-26,683,0.5242,2.22,0.4505,0.0737,0.0,False,0,0.0,Clay,ATP 500
25206,2024-02-26,539,0.2347,2.68,0.3731,-0.1384,0.0,False,1,0.0,Clay,ATP 500
25206,2024-02-26,684,0.7653,1.54,0.6494,0.1159,0.0,False,0,0.0,Clay,ATP 500
25207,2024-02-26,588,0.7144,1.54,0.6494,0.065,0.0,False,1,0.0,Clay,ATP 500
25207,2024-02-26,264,0.2856,2.67,0.3745,-0.0889,0.0,False,0,0.0,Clay,ATP 500
25208,2024-02-26,98,0.6601,1.34,0.7463,-0.0862,0.0,False,1,0.0,Clay,ATP 500
25208,2024-02-26,484,0.3399,3.58,0.2793,0.0606,0.0,False,0,0.0,Clay,ATP 500
25212,2024-02-26,539,0.2315,2.44,0.4098,-0.1783,0.0,False,1,0.0,Clay,ATP 500
25212,2024-02-26,686,0.7685,1.63,0.6135,0.155,0.0,False,0,0.0,Clay,ATP 500
25213,2024-02-26,684,0.6426,1.78,0.5618,0.0808,0.0,False,1,0.0,Clay,ATP 500
25213,2024-02-26,511,0.3574,2.16,0.463,-0.1056,0.0,False,0,0.0,Clay,ATP 500
25216,2024-02-26,484,0.4309,2.13,0.4695,-0.0386,0.0,False,1,0.0,Clay,ATP 500
25216,2024-02-26,587,0.5691,1.79,0.5587,0.0104,0.0,False,0,0.0,Clay,ATP 500
25218,2024-02-26,468,0.4013,2.06,0.4854,-0.0841,0.0,False,1,0.0,Clay,ATP 500
25218,2024-02-26,202,0.5987,1.84,0.5435,0.0552,0.0,False,0,0.0,Clay,ATP 500
25220,2024-02-26,683,0.6992,1.54,0.6494,0.0498,0.0,False,1,0.0,Clay,ATP 500
25220,2024-02-26,119,0.3008,2.62,0.3817,-0.0809,0.0,False,0,0.0,Clay,ATP 500
25222,2024-02-26,686,0.6424,1.46,0.6849,-0.0425,0.0,False,1,0.0,Clay,ATP 500
25222,2024-02-26,507,0.3576,2.9,0.3448,0.0128,0.0,False,0,0.0,Clay,ATP 500
25223,2024-02-26,539,0.6522,1.45,0.6897,-0.0375,0.0,False,1,0.0,Clay,ATP 500
25223,2024-02-26,652,0.3478,2.95,0.339,0.0088,0.0,False,0,0.0,Clay,ATP 500
25225,2024-02-26,264,0.661,1.49,0.6711,-0.0101,0.0,False,1,0.0,Clay,ATP 500
25225,2024-02-26,483,0.339,2.78,0.3597,-0.0207,0.0,False,0,0.0,Clay,ATP 500
25228,2024-03-04,543,0.4132,1.38,0.7246,-0.3114,0.0,False,1,0.0,Hard,Masters 1000
25228,2024-03-04,340,0.5868,3.31,0.3021,0.2847,0.0,False,0,0.0,Hard,Masters 1000
25229,2024-03-04,340,0.7424,1.38,0.7246,0.0178,0.0,False,1,0.0,Hard,Masters 1000
25229,2024-03-04,333,0.2576,3.33,0.3003,-0.0427,0.0,False,0,0.0,Hard,Masters 1000
25230,2024-03-04,543,0.2792,2.13,0.4695,-0.1903,0.0,False,1,0.0,Hard,Masters 1000
25230,2024-03-04,512,0.7208,1.8,0.5556,0.1652,0.10325000000000001,True,0,-0.10325000000000001,Hard,Masters 1000
25231,2024-03-04,333,0.3954,1.95,0.5128,-0.1174,0.0,False,1,0.0,Hard,Masters 1000
25231,2024-03-04,308,0.6046,1.95,0.5128,0.0918,0.048315789473684215,True,0,-0.048315789473684215,Hard,Masters 1000
25232,2024-03-04,340,0.7119,1.45,0.6897,0.0222,0.0,False,1,0.0,Hard,Masters 1000
25232,2024-03-04,475,0.2881,3.0,0.3333,-0.0452,0.0,False,0,0.0,Hard,Masters 1000
25233,2024-03-04,512,0.8502,1.16,0.8621,-0.0119,0.0,False,1,0.0,Hard,Masters 1000
25233,2024-03-04,629,0.1498,5.8,0.1724,-0.0226,0.0,False,0,0.0,Hard,Masters 1000
25234,2024-03-04,543,0.5896,1.4,0.7143,-0.1247,0.0,False,1,0.0,Hard,Masters 1000
25234,2024-03-04,195,0.4104,3.18,0.3145,0.0959,0.0,False,0,0.0,Hard,Masters 1000
25235,2024-03-04,333,0.8587,1.2,0.8333,0.0254,0.0,False,1,0.0,Hard,Masters 1000
25235,2024-03-04,650,0.1413,5.24,0.1908,-0.0495,0.0,False,0,0.0,Hard,Masters 1000
25236,2024-03-04,308,0.5967,1.4,0.7143,-0.1176,0.0,False,1,0.0,Hard,Masters 1000
25236,2024-03-04,69,0.4033,3.22,0.3106,0.0927,0.0,False,0,0.0,Hard,Masters 1000
25237,2024-03-04,340,0.6062,1.61,0.6211,-0.0149,0.0,False,1,0.0,Hard,Masters 1000
25237,2024-03-04,14,0.3938,2.48,0.4032,-0.0094,0.0,False,0,0.0,Hard,Masters 1000
25238,2024-03-04,475,0.3842,2.51,0.3984,-0.0142,0.0,False,1,0.0,Hard,Masters 1000
25238,2024-03-04,214,0.6158,1.6,0.625,-0.0092,0.0,False,0,0.0,Hard,Masters 1000
25239,2024-03-04,629,0.3003,2.67,0.3745,-0.0742,0.0,False,1,0.0,Hard,Masters 1000
25239,2024-03-04,440,0.6997,1.54,0.6494,0.0503,0.0,False,0,0.0,Hard,Masters 1000
25240,2024-03-04,512,0.8293,1.16,0.8621,-0.0328,0.0,False,1,0.0,Hard,Masters 1000
25240,2024-03-04,641,0.1707,6.18,0.1618,0.0089,0.0,False,0,0.0,Hard,Masters 1000
25241,2024-03-04,195,0.451,2.02,0.495,-0.044,0.0,False,1,0.0,Hard,Masters 1000
25241,2024-03-04,383,0.549,1.89,0.5291,0.0199,0.0,False,0,0.0,Hard,Masters 1000
25242,2024-03-04,543,0.8225,1.11,0.9009,-0.0784,0.0,False,1,0.0,Hard,Masters 1000
25242,2024-03-04,695,0.1775,8.25,0.1212,0.0563,0.0,False,0,0.0,Hard,Masters 1000
25243,2024-03-04,650,0.1121,25.37,0.0394,0.0727,0.0,False,1,0.0,Hard,Masters 1000
25243,2024-03-04,32,0.8879,1.02,0.9804,-0.0925,0.0,False,0,0.0,Hard,Masters 1000
25244,2024-03-04,333,0.4033,1.95,0.5128,-0.1095,0.0,False,1,0.0,Hard,Masters 1000
25244,2024-03-04,497,0.5967,1.95,0.5128,0.0839,0.04415789473684211,True,0,-0.04415789473684211,Hard,Masters 1000
25245,2024-03-04,308,0.7163,1.44,0.6944,0.0219,0.0,False,1,0.0,Hard,Masters 1000
25245,2024-03-04,684,0.2837,3.01,0.3322,-0.0485,0.0,False,0,0.0,Hard,Masters 1000
25246,2024-03-04,69,0.591,1.85,0.5405,0.0505,0.029705882352941176,True,1,0.02525,Hard,Masters 1000
25246,2024-03-04,425,0.409,2.05,0.4878,-0.0788,0.0,False,0,0.0,Hard,Masters 1000
25247,2024-03-04,340,0.7598,1.42,0.7042,0.0556,0.0,False,1,0.0,Hard,Masters 1000
25247,2024-03-04,552,0.2402,3.07,0.3257,-0.0855,0.0,False,0,0.0,Hard,Masters 1000
25248,2024-03-04,14,0.7758,1.26,0.7937,-0.0179,0.0,False,1,0.0,Hard,Masters 1000
25248,2024-03-04,58,0.2242,4.38,0.2283,-0.0041,0.0,False,0,0.0,Hard,Masters 1000
25249,2024-03-04,214,0.7298,1.17,0.8547,-0.1249,0.0,False,1,0.0,Hard,Masters 1000
25249,2024-03-04,588,0.2702,5.87,0.1704,0.0998,0.0,False,0,0.0,Hard,Masters 1000
25250,2024-03-04,475,0.7836,1.36,0.7353,0.0483,0.0,False,1,0.0,Hard,Masters 1000
25250,2024-03-04,548,0.2164,3.46,0.289,-0.0726,0.0,False,0,0.0,Hard,Masters 1000
25251,2024-03-04,629,0.2526,4.21,0.2375,0.0151,0.0,False,1,0.0,Hard,Masters 1000
25251,2024-03-04,123,0.7474,1.27,0.7874,-0.04,0.0,False,0,0.0,Hard,Masters 1000
25252,2024-03-04,440,0.6647,1.43,0.6993,-0.0346,0.0,False,1,0.0,Hard,Masters 1000
25252,2024-03-04,269,0.3353,3.1,0.3226,0.0127,0.0,False,0,0.0,Hard,Masters 1000
25253,2024-03-04,641,0.7251,1.31,0.7634,-0.0383,0.0,False,1,0.0,Hard,Masters 1000
25253,2024-03-04,592,0.2749,3.8,0.2632,0.0117,0.0,False,0,0.0,Hard,Masters 1000
25255,2024-03-04,195,0.7349,1.32,0.7576,-0.0227,0.0,False,1,0.0,Hard,Masters 1000
25255,2024-03-04,469,0.2651,3.77,0.2653,-0.0002,0.0,False,0,0.0,Hard,Masters 1000
25256,2024-03-04,383,0.7362,1.25,0.8,-0.0638,0.0,False,1,0.0,Hard,Masters 1000
25256,2024-03-04,379,0.2638,4.46,0.2242,0.0396,0.0,False,0,0.0,Hard,Masters 1000
25257,2024-03-04,695,0.7201,2.25,0.4444,0.2757,0.11028,True,1,0.13785,Hard,Masters 1000
25257,2024-03-04,511,0.2799,1.72,0.5814,-0.3015,0.0,False,0,0.0,Hard,Masters 1000
25259,2024-03-04,32,0.8493,1.02,0.9804,-0.1311,0.0,False,1,0.0,Hard,Masters 1000
25259,2024-03-04,586,0.1507,26.38,0.0379,0.1128,0.0,False,0,0.0,Hard,Masters 1000
25261,2024-03-04,333,0.7866,1.49,0.6711,0.1155,0.0,False,1,0.0,Hard,Masters 1000
25261,2024-03-04,703,0.2134,2.81,0.3559,-0.1425,0.0,False,0,0.0,Hard,Masters 1000
25262,2024-03-04,497,0.8505,1.19,0.8403,0.0102,0.0,False,1,0.0,Hard,Masters 1000
25262,2024-03-04,759,0.1495,5.41,0.1848,-0.0353,0.0,False,0,0.0,Hard,Masters 1000
25263,2024-03-04,308,0.8206,1.23,0.813,0.0076,0.0,False,1,0.0,Hard,Masters 1000
25263,2024-03-04,593,0.1794,4.54,0.2203,-0.0409,0.0,False,0,0.0,Hard,Masters 1000
25264,2024-03-04,684,0.3603,2.22,0.4505,-0.0902,0.0,False,1,0.0,Hard,Masters 1000
25264,2024-03-04,513,0.6397,1.73,0.578,0.0617,0.0,False,0,0.0,Hard,Masters 1000
25265,2024-03-04,425,0.5014,1.66,0.6024,-0.101,0.0,False,1,0.0,Hard,Masters 1000
25265,2024-03-04,446,0.4986,2.35,0.4255,0.0731,0.027074074074074073,True,0,-0.027074074074074073,Hard,Masters 1000
25266,2024-03-04,69,0.2923,2.68,0.3731,-0.0808,0.0,False,1,0.0,Hard,Masters 1000
25266,2024-03-04,329,0.7077,1.52,0.6579,0.0498,0.0,False,0,0.0,Hard,Masters 1000
25267,2024-03-04,340,0.8751,1.03,0.9709,-0.0958,0.0,False,1,0.0,Hard,Masters 1000
25267,2024-03-04,202,0.1249,15.84,0.0631,0.0618,0.0,False,0,0.0,Hard,Masters 1000
25268,2024-03-04,552,0.5964,1.67,0.5988,-0.0024,0.0,False,1,0.0,Hard,Masters 1000
25268,2024-03-04,555,0.4036,2.33,0.4292,-0.0256,0.0,False,0,0.0,Hard,Masters 1000
25269,2024-03-04,58,0.5749,2.66,0.3759,0.199,0.059939759036144576,True,1,0.0995,Hard,Masters 1000
25269,2024-03-04,577,0.4251,1.53,0.6536,-0.2285,0.0,False,0,0.0,Hard,Masters 1000
