surfaces,tiers,odds_min,odds_max,edge_thresh,staking,bets,win_rate,roi,clv,sharpe,total_pnl,total_staked
Clay+Grass+Hard,Masters 1000,1.5,3.25,0.04,flat,204,0.4706,-5.49,10.669,-0.752,-11.2,204.0
Clay+Hard,Masters 1000,1.5,3.25,0.04,flat,204,0.4706,-5.49,10.669,-0.752,-11.2,204.0
Clay+Hard,Masters 1000,2.0,3.25,0.06,half-Kelly,87,0.4023,-5.49,12.423,-0.126,-0.211,3.846
Clay+Grass+Hard,ATP 250+Masters 1000,2.0,3.25,0.06,half-Kelly,87,0.4023,-5.49,12.423,-0.126,-0.211,3.846
Grass+Hard,ATP 500+Masters 1000,1.75,3.5,0.06,quarter-Kelly,296,0.4257,-5.49,13.344,-0.301,-0.443,8.075
Clay+Hard,ATP 250+Masters 1000,1.5,3.25,0.04,flat,204,0.4706,-5.49,10.669,-0.752,-11.2,204.0
Grass+Hard,ATP 500+Grand Slam+Masters 1000,2.0,3.0,0.06,quarter-Kelly,202,0.401,-5.49,13.839,-0.393,-0.285,5.187
Clay+Hard,ATP 250+ATP 500,2.25,4.0,0.04,half-Kelly,161,0.3292,-5.5,11.626,-1.172,-0.306,5.565
Grass+Hard,ATP 250+ATP 500,1.75,3.25,0.04,flat,238,0.4286,-5.5,12.377,-0.762,-13.1,238.0
Clay+Hard,ATP 500,2.25,4.0,0.04,half-Kelly,161,0.3292,-5.5,11.626,-1.172,-0.306,5.565
Clay+Hard,ATP 250+ATP 500,2.25,4.0,0.04,quarter-Kelly,161,0.3292,-5.5,11.626,-1.172,-0.153,2.783
Clay+Hard,ATP 500+Masters 1000,1.5,3.5,0.04,half-Kelly,649,0.4684,-5.5,10.972,-1.275,-2.008,36.49
Clay+Hard,ATP 500,2.25,4.0,0.04,quarter-Kelly,161,0.3292,-5.5,11.626,-1.172,-0.153,2.783
Grass+Hard,ATP 500,1.75,3.25,0.04,flat,238,0.4286,-5.5,12.377,-0.762,-13.1,238.0
Clay+Hard,ATP 250+ATP 500+Masters 1000,1.5,3.5,0.04,quarter-Kelly,649,0.4684,-5.5,10.972,-1.275,-1.004,18.245
Clay+Hard,ATP 250+ATP 500+Masters 1000,1.5,3.5,0.04,half-Kelly,649,0.4684,-5.5,10.972,-1.275,-2.008,36.49
Clay+Hard,ATP 500+Masters 1000,1.5,3.5,0.04,quarter-Kelly,649,0.4684,-5.5,10.972,-1.275,-1.004,18.245
Grass+Hard,ATP 500+Masters 1000,1.75,3.5,0.07,quarter-Kelly,273,0.4249,-5.51,13.924,-0.299,-0.427,7.749
Grass+Hard,ATP 250+ATP 500+Masters 1000,1.75,3.5,0.07,quarter-Kelly,273,0.4249,-5.51,13.924,-0.299,-0.427,7.749
Grass+Hard,ATP 250+ATP 500+Masters 1000,1.75,3.5,0.07,half-Kelly,273,0.4249,-5.51,13.924,-0.299,-0.854,15.497
Grass+Hard,ATP 500+Masters 1000,1.75,3.5,0.07,half-Kelly,273,0.4249,-5.51,13.924,-0.299,-0.854,15.497
Clay+Hard,ATP 500+Grand Slam+Masters 1000,1.5,2.0,0.06,flat,280,0.55,-5.52,11.804,-1.074,-15.47,280.0
Clay+Hard,ATP 250+ATP 500+Grand Slam+Masters 1000,1.5,2.0,0.06,flat,280,0.55,-5.52,11.804,-1.074,-15.47,280.0
Clay+Hard,ATP 500+Masters 1000,1.5,3.5,0.03,flat,727,0.4677,-5.52,10.17,-1.409,-40.12,727.0
Clay+Hard,ATP 250+ATP 500+Masters 1000,1.5,3.5,0.03,flat,727,0.4677,-5.52,10.17,-1.409,-40.12,727.0
Grass+Hard,ATP 250+ATP 500+Masters 1000,1.75,3.25,0.06,half-Kelly,279,0.4301,-5.53,13.406,-0.49,-0.869,15.708
Grass+Hard,ATP 250+ATP 500+Masters 1000,1.75,3.25,0.06,quarter-Kelly,279,0.4301,-5.53,13.406,-0.49,-0.434,7.854
Hard,ATP 500,1.5,3.5,0.07,quarter-Kelly,202,0.4752,-5.53,13.571,-0.33,-0.377,6.819
Hard,ATP 500,1.5,3.5,0.07,half-Kelly,202,0.4752,-5.53,13.571,-0.33,-0.754,13.639
Hard,ATP 500,1.5,3.25,0.07,quarter-Kelly,196,0.4796,-5.53,13.67,-0.384,-0.373,6.754
Clay+Grass+Hard,ATP 250+ATP 500+Masters 1000,1.5,2.0,0.04,half-Kelly,349,0.5673,-5.53,10.57,-0.669,-1.423,25.724
Hard,ATP 500,1.5,3.25,0.07,half-Kelly,196,0.4796,-5.53,13.67,-0.384,-0.747,13.508
Clay+Grass+Hard,ATP 500+Masters 1000,1.5,2.0,0.04,quarter-Kelly,349,0.5673,-5.53,10.57,-0.669,-0.711,12.862
Hard,ATP 250+ATP 500,1.5,3.5,0.07,half-Kelly,202,0.4752,-5.53,13.571,-0.33,-0.754,13.639
Hard,ATP 250+ATP 500,1.5,3.5,0.07,quarter-Kelly,202,0.4752,-5.53,13.571,-0.33,-0.377,6.819
Hard,ATP 250+ATP 500,1.5,3.25,0.07,quarter-Kelly,196,0.4796,-5.53,13.67,-0.384,-0.373,6.754
Clay+Grass+Hard,ATP 250+ATP 500+Masters 1000,1.5,2.0,0.04,quarter-Kelly,349,0.5673,-5.53,10.57,-0.669,-0.711,12.862
Grass+Hard,ATP 500+Masters 1000,1.75,3.25,0.06,half-Kelly,279,0.4301,-5.53,13.406,-0.49,-0.869,15.708
Clay+Grass+Hard,ATP 500+Masters 1000,1.5,2.0,0.04,half-Kelly,349,0.5673,-5.53,10.57,-0.669,-1.423,25.724
Hard,ATP 250+ATP 500,1.5,3.25,0.07,half-Kelly,196,0.4796,-5.53,13.67,-0.384,-0.747,13.508
Grass+Hard,ATP 500+Masters 1000,1.75,3.25,0.06,quarter-Kelly,279,0.4301,-5.53,13.406,-0.49,-0.434,7.854
Grass+Hard,ATP 500,1.5,2.75,0.05,quarter-Kelly,278,0.5036,-5.54,12.247,-0.306,-0.506,9.136
Grass+Hard,ATP 500,1.5,2.75,0.05,half-Kelly,278,0.5036,-5.54,12.247,-0.306,-1.012,18.271
Grass+Hard,ATP 250+ATP 500,1.75,2.75,0.07,flat,161,0.4348,-5.54,14.342,-0.643,-8.92,161.0
Clay+Hard,ATP 500+Grand Slam+Masters 1000,2.25,3.5,0.04,flat,268,0.3545,-5.54,11.659,-0.703,-14.86,268.0
Grass+Hard,ATP 250+ATP 500,1.5,2.75,0.05,half-Kelly,278,0.5036,-5.54,12.247,-0.306,-1.012,18.271
Grass+Hard,ATP 250+ATP 500,1.5,2.75,0.05,quarter-Kelly,278,0.5036,-5.54,12.247,-0.306,-0.506,9.136
Grass+Hard,ATP 250+ATP 500+Masters 1000,1.75,2.5,0.05,half-Kelly,223,0.4709,-5.54,12.738,-0.332,-0.741,13.384
Clay+Hard,ATP 250+ATP 500+Masters 1000,1.5,3.5,0.06,quarter-Kelly,522,0.4713,-5.54,12.41,-0.777,-0.91,16.443
Clay+Hard,ATP 500,2.5,4.0,0.05,flat,94,0.3298,-5.54,12.02,-0.396,-5.21,94.0
Grass+Hard,ATP 500+Masters 1000,1.75,2.5,0.05,quarter-Kelly,223,0.4709,-5.54,12.738,-0.332,-0.371,6.692
Grass+Hard,ATP 500+Masters 1000,1.75,2.5,0.05,half-Kelly,223,0.4709,-5.54,12.738,-0.332,-0.741,13.384
Grass+Hard,ATP 250+ATP 500+Masters 1000,1.75,2.5,0.05,quarter-Kelly,223,0.4709,-5.54,12.738,-0.332,-0.371,6.692
Clay+Hard,ATP 250+ATP 500+Masters 1000,1.5,3.5,0.06,half-Kelly,522,0.4713,-5.54,12.41,-0.777,-1.821,32.885
Clay+Hard,ATP 500+Masters 1000,1.5,3.5,0.06,half-Kelly,522,0.4713,-5.54,12.41,-0.777,-1.821,32.885
Clay+Hard,ATP 250+ATP 500,2.5,4.0,0.05,flat,94,0.3298,-5.54,12.02,-0.396,-5.21,94.0
Clay+Hard,ATP 500+Masters 1000,1.5,3.5,0.06,quarter-Kelly,522,0.4713,-5.54,12.41,-0.777,-0.91,16.443
Clay+Hard,ATP 500+Grand Slam,2.25,2.75,0.07,flat,85,0.3765,-5.54,13.954,-0.419,-4.71,85.0
Clay+Hard,ATP 250+ATP 500+Grand Slam,2.25,2.75,0.07,flat,85,0.3765,-5.54,13.954,-0.419,-4.71,85.0
Grass+Hard,ATP 500,1.75,2.75,0.07,flat,161,0.4348,-5.54,14.342,-0.643,-8.92,161.0
Clay+Hard,ATP 250+ATP 500+Grand Slam+Masters 1000,2.25,3.5,0.04,flat,268,0.3545,-5.54,11.659,-0.703,-14.86,268.0
Grass+Hard,ATP 250+ATP 500+Grand Slam+Masters 1000,2.5,4.0,0.06,quarter-Kelly,134,0.3209,-5.55,13.203,-0.457,-0.125,2.251
Grass+Hard,ATP 500+Grand Slam+Masters 1000,2.0,3.5,0.07,quarter-Kelly,231,0.3853,-5.55,14.2,-0.397,-0.315,5.679
Clay+Grass+Hard,ATP 250+ATP 500+Grand Slam+Masters 1000,1.75,2.75,0.03,flat,526,0.4354,-5.55,11.262,-1.164,-29.18,526.0
Grass+Hard,ATP 250+ATP 500+Grand Slam+Masters 1000,2.0,3.5,0.07,quarter-Kelly,231,0.3853,-5.55,14.2,-0.397,-0.315,5.679
Grass+Hard,ATP 500+Grand Slam+Masters 1000,2.0,3.5,0.07,half-Kelly,231,0.3853,-5.55,14.2,-0.397,-0.63,11.358
Grass+Hard,ATP 250+ATP 500+Grand Slam+Masters 1000,2.0,3.5,0.07,half-Kelly,231,0.3853,-5.55,14.2,-0.397,-0.63,11.358
Clay+Grass+Hard,ATP 500+Grand Slam+Masters 1000,1.75,2.75,0.03,flat,526,0.4354,-5.55,11.262,-1.164,-29.18,526.0
Grass+Hard,ATP 500+Grand Slam+Masters 1000,2.5,4.0,0.06,quarter-Kelly,134,0.3209,-5.55,13.203,-0.457,-0.125,2.251
Grass+Hard,ATP 250+ATP 500+Grand Slam+Masters 1000,2.5,4.0,0.06,half-Kelly,134,0.3209,-5.55,13.203,-0.457,-0.25,4.502
Grass+Hard,ATP 500+Grand Slam+Masters 1000,2.5,4.0,0.06,half-Kelly,134,0.3209,-5.55,13.203,-0.457,-0.25,4.502
Grass+Hard,ATP 500+Grand Slam,2.5,3.5,0.06,half-Kelly,86,0.3372,-5.56,13.274,-0.224,-0.172,3.083
Grass+Hard,ATP 250+ATP 500+Grand Slam,2.5,3.5,0.06,half-Kelly,86,0.3372,-5.56,13.274,-0.224,-0.172,3.083
Grass+Hard,ATP 250+ATP 500+Grand Slam,2.5,3.5,0.06,quarter-Kelly,86,0.3372,-5.56,13.274,-0.224,-0.086,1.542
Grass+Hard,ATP 500+Grand Slam+Masters 1000,1.75,2.25,0.03,flat,211,0.4787,-5.56,11.841,-0.815,-11.73,211.0
Grass+Hard,ATP 500+Grand Slam,2.5,3.5,0.06,quarter-Kelly,86,0.3372,-5.56,13.274,-0.224,-0.086,1.542
Grass+Hard,ATP 250+ATP 500+Grand Slam+Masters 1000,1.75,2.25,0.03,flat,211,0.4787,-5.56,11.841,-0.815,-11.73,211.0
Clay+Grass+Hard,ATP 250+Grand Slam+Masters 1000,2.0,2.75,0.05,flat,117,0.4017,-5.58,12.842,-0.521,-6.53,117.0
Clay+Grass+Hard,Grand Slam+Masters 1000,2.0,2.75,0.05,flat,117,0.4017,-5.58,12.842,-0.521,-6.53,117.0
Clay+Grass+Hard,ATP 250+ATP 500+Masters 1000,1.5,3.0,0.04,flat,663,0.4796,-5.58,11.125,-1.412,-37.01,663.0
Clay+Grass+Hard,ATP 500+Masters 1000,1.5,3.0,0.04,flat,663,0.4796,-5.58,11.125,-1.412,-37.01,663.0
Clay+Grass+Hard,ATP 500+Masters 1000,1.5,2.0,0.03,half-Kelly,391,0.5652,-5.59,9.812,-0.873,-1.5,26.859
Clay+Grass+Hard,ATP 250+ATP 500+Masters 1000,1.5,2.0,0.03,quarter-Kelly,391,0.5652,-5.59,9.812,-0.873,-0.75,13.43
Clay+Grass+Hard,ATP 250+ATP 500+Masters 1000,1.5,2.0,0.03,half-Kelly,391,0.5652,-5.59,9.812,-0.873,-1.5,26.859
Clay+Grass+Hard,ATP 500+Masters 1000,1.5,2.0,0.03,quarter-Kelly,391,0.5652,-5.59,9.812,-0.873,-0.75,13.43
Grass+Hard,ATP 250+ATP 500,1.75,2.75,0.06,flat,178,0.4382,-5.6,13.589,-0.688,-9.97,178.0
Grass+Hard,ATP 500+Masters 1000,1.5,2.25,0.06,flat,242,0.5207,-5.6,12.782,-0.949,-13.55,242.0
Grass+Hard,ATP 500,1.75,2.75,0.06,flat,178,0.4382,-5.6,13.589,-0.688,-9.97,178.0
Grass+Hard,ATP 250+ATP 500+Masters 1000,1.5,2.25,0.06,flat,242,0.5207,-5.6,12.782,-0.949,-13.55,242.0
Grass+Hard,ATP 500+Masters 1000,2.0,4.0,0.04,flat,268,0.3769,-5.61,11.935,-0.744,-15.04,268.0
Clay+Hard,ATP 250+Grand Slam+Masters 1000,1.5,3.75,0.05,flat,265,0.4415,-5.61,12.04,-0.811,-14.86,265.0
Clay+Grass+Hard,ATP 500+Masters 1000,1.75,2.75,0.06,flat,355,0.4338,-5.61,13.122,-0.964,-19.92,355.0
Grass+Hard,ATP 250+ATP 500+Masters 1000,2.0,4.0,0.04,flat,268,0.3769,-5.61,11.935,-0.744,-15.04,268.0
Clay+Grass+Hard,ATP 250+ATP 500+Masters 1000,1.75,2.75,0.06,flat,355,0.4338,-5.61,13.122,-0.964,-19.92,355.0
Clay+Hard,Grand Slam+Masters 1000,1.5,3.75,0.05,flat,265,0.4415,-5.61,12.04,-0.811,-14.86,265.0
Hard,ATP 500+Masters 1000,1.75,2.0,0.06,flat,84,0.5,-5.63,13.204,-0.546,-4.73,84.0
Hard,ATP 250+ATP 500+Masters 1000,1.75,2.0,0.06,flat,84,0.5,-5.63,13.204,-0.546,-4.73,84.0
Hard,ATP 500,1.75,3.75,0.05,half-Kelly,184,0.4293,-5.64,12.859,-0.602,-0.553,9.813
Hard,ATP 250+ATP 500,1.75,3.75,0.05,half-Kelly,184,0.4293,-5.64,12.859,-0.602,-0.553,9.813
Grass+Hard,ATP 250+ATP 500+Masters 1000,1.5,2.0,0.07,half-Kelly,166,0.5602,-5.64,13.105,-0.373,-0.82,14.558
Clay+Grass+Hard,ATP 250+ATP 500,1.75,2.75,0.03,flat,333,0.4384,-5.64,11.271,-0.948,-18.79,333.0
Hard,ATP 250+ATP 500+Grand Slam,1.75,2.25,0.03,flat,134,0.4851,-5.64,11.428,-0.668,-7.56,134.0
Grass+Hard,ATP 500+Masters 1000,1.5,2.0,0.07,quarter-Kelly,166,0.5602,-5.64,13.105,-0.373,-0.41,7.279
Clay+Grass+Hard,ATP 500,1.75,2.75,0.03,flat,333,0.4384,-5.64,11.271,-0.948,-18.79,333.0
Hard,ATP 500,1.75,3.75,0.05,quarter-Kelly,184,0.4293,-5.64,12.859,-0.602,-0.276,4.906
Hard,ATP 250+ATP 500,1.75,3.75,0.05,quarter-Kelly,184,0.4293,-5.64,12.859,-0.602,-0.276,4.906
Grass+Hard,ATP 250+ATP 500+Masters 1000,1.5,2.0,0.07,quarter-Kelly,166,0.5602,-5.64,13.105,-0.373,-0.41,7.279
Grass+Hard,ATP 500+Masters 1000,1.5,2.0,0.07,half-Kelly,166,0.5602,-5.64,13.105,-0.373,-0.82,14.558
Hard,ATP 500+Grand Slam,1.75,2.25,0.03,flat,134,0.4851,-5.64,11.428,-0.668,-7.56,134.0
Grass+Hard,ATP 500,2.25,3.75,0.07,quarter-Kelly,104,0.3365,-5.65,13.843,-0.907,-0.124,2.198
Grass+Hard,ATP 250+ATP 500,2.25,3.75,0.07,quarter-Kelly,104,0.3365,-5.65,13.843,-0.907,-0.124,2.198
Grass+Hard,ATP 250+ATP 500,2.25,3.75,0.07,half-Kelly,104,0.3365,-5.65,13.843,-0.907,-0.249,4.397
Grass+Hard,ATP 500,2.25,3.75,0.07,half-Kelly,104,0.3365,-5.65,13.843,-0.907,-0.249,4.397
Clay+Hard,ATP 250+ATP 500+Masters 1000,2.25,3.25,0.03,flat,243,0.3704,-5.65,10.423,-0.712,-13.74,243.0
Clay+Hard,ATP 500+Masters 1000,2.25,3.25,0.03,flat,243,0.3704,-5.65,10.423,-0.712,-13.74,243.0
Clay,ATP 250+ATP 500,2.25,3.5,0.05,flat,50,0.36,-5.66,10.986,-0.316,-2.83,50.0
Clay+Grass+Hard,ATP 250+Grand Slam+Masters 1000,1.75,2.75,0.05,flat,160,0.4312,-5.66,12.761,-0.65,-9.05,160.0
Clay,ATP 500,2.25,3.5,0.05,flat,50,0.36,-5.66,10.986,-0.316,-2.83,50.0
Clay+Hard,Grand Slam+Masters 1000,1.5,2.25,0.07,quarter-Kelly,120,0.5083,-5.66,12.821,-1.226,-0.274,4.847
Clay+Grass+Hard,Grand Slam+Masters 1000,1.75,2.75,0.05,flat,160,0.4312,-5.66,12.761,-0.65,-9.05,160.0
Clay+Hard,Grand Slam+Masters 1000,1.5,2.25,0.07,half-Kelly,120,0.5083,-5.66,12.821,-1.226,-0.548,9.694
Clay+Grass+Hard,ATP 250+ATP 500+Masters 1000,1.5,2.5,0.03,flat,623,0.504,-5.66,10.287,-1.475,-35.29,623.0
Hard,ATP 500+Grand Slam+Masters 1000,1.75,2.5,0.06,flat,191,0.4555,-5.66,13.306,-0.75,-10.81,191.0
Clay+Grass+Hard,ATP 500+Masters 1000,1.5,2.5,0.03,flat,623,0.504,-5.66,10.287,-1.475,-35.29,623.0
Clay+Hard,ATP 250+Grand Slam+Masters 1000,1.5,2.25,0.07,half-Kelly,120,0.5083,-5.66,12.821,-1.226,-0.548,9.694
Hard,ATP 250+ATP 500+Grand Slam+Masters 1000,1.75,2.5,0.06,flat,191,0.4555,-5.66,13.306,-0.75,-10.81,191.0
Clay+Hard,ATP 250+Grand Slam+Masters 1000,1.5,2.25,0.07,quarter-Kelly,120,0.5083,-5.66,12.821,-1.226,-0.274,4.847
Grass+Hard,ATP 250+ATP 500,1.5,3.25,0.07,flat,249,0.4618,-5.67,13.812,-0.848,-14.12,249.0
Clay+Grass+Hard,ATP 250+ATP 500,2.25,3.25,0.05,quarter-Kelly,145,0.3586,-5.67,12.675,-0.677,-0.167,2.948
Clay+Grass+Hard,ATP 250+Masters 1000,2.0,3.0,0.03,flat,108,0.3981,-5.67,10.31,-0.505,-6.12,108.0
Clay+Grass+Hard,ATP 500,2.25,3.25,0.05,quarter-Kelly,145,0.3586,-5.67,12.675,-0.677,-0.167,2.948
Grass+Hard,ATP 500,1.5,3.25,0.07,flat,249,0.4618,-5.67,13.812,-0.848,-14.12,249.0
Clay+Grass+Hard,Masters 1000,2.0,3.0,0.03,flat,108,0.3981,-5.67,10.31,-0.505,-6.12,108.0
Clay+Grass+Hard,ATP 250+ATP 500+Masters 1000,1.75,3.5,0.05,flat,473,0.4144,-5.67,12.372,-1.069,-26.83,473.0
Clay+Hard,Masters 1000,2.0,3.0,0.03,flat,108,0.3981,-5.67,10.31,-0.505,-6.12,108.0
Clay+Grass+Hard,ATP 500+Masters 1000,1.75,3.5,0.05,flat,473,0.4144,-5.67,12.372,-1.069,-26.83,473.0
Clay+Grass+Hard,ATP 250+ATP 500,2.25,3.25,0.05,half-Kelly,145,0.3586,-5.67,12.675,-0.677,-0.334,5.895
Hard,ATP 250+ATP 500,1.75,3.25,0.06,quarter-Kelly,160,0.4375,-5.67,13.622,-0.471,-0.264,4.649
Hard,ATP 250+ATP 500,1.75,3.25,0.06,half-Kelly,160,0.4375,-5.67,13.622,-0.471,-0.527,9.298
Hard,ATP 500,1.75,3.5,0.06,quarter-Kelly,166,0.4337,-5.67,13.503,-0.411,-0.267,4.715
Hard,ATP 500,1.75,3.5,0.06,half-Kelly,166,0.4337,-5.67,13.503,-0.411,-0.534,9.429
Hard,ATP 250+ATP 500,1.75,3.5,0.06,half-Kelly,166,0.4337,-5.67,13.503,-0.411,-0.534,9.429
Hard,ATP 250+ATP 500,1.75,3.5,0.06,quarter-Kelly,166,0.4337,-5.67,13.503,-0.411,-0.267,4.715
Clay+Hard,ATP 250+Masters 1000,2.0,3.0,0.03,flat,108,0.3981,-5.67,10.31,-0.505,-6.12,108.0
Hard,ATP 500,1.75,3.25,0.06,half-Kelly,160,0.4375,-5.67,13.622,-0.471,-0.527,9.298
Hard,ATP 500,1.75,3.25,0.06,quarter-Kelly,160,0.4375,-5.67,13.622,-0.471,-0.264,4.649
Clay+Grass+Hard,ATP 500,2.25,3.25,0.05,half-Kelly,145,0.3586,-5.67,12.675,-0.677,-0.334,5.895
Clay+Hard,ATP 250+ATP 500+Masters 1000,1.5,2.5,0.06,quarter-Kelly,408,0.5049,-5.68,12.305,-1.019,-0.822,14.484
Clay+Hard,ATP 500+Masters 1000,1.5,2.5,0.06,half-Kelly,408,0.5049,-5.68,12.305,-1.019,-1.644,28.968
Clay+Hard,ATP 500+Masters 1000,1.5,2.5,0.06,quarter-Kelly,408,0.5049,-5.68,12.305,-1.019,-0.822,14.484
Clay+Hard,ATP 500+Masters 1000,1.5,3.25,0.03,quarter-Kelly,700,0.4714,-5.68,10.183,-1.714,-1.061,18.695
Clay+Hard,ATP 250+ATP 500+Masters 1000,1.5,2.5,0.06,half-Kelly,408,0.5049,-5.68,12.305,-1.019,-1.644,28.968
Clay+Grass+Hard,Masters 1000,1.5,3.0,0.03,flat,212,0.4764,-5.68,10.039,-0.809,-12.04,212.0
Clay+Hard,ATP 250+ATP 500+Masters 1000,1.5,3.25,0.03,quarter-Kelly,700,0.4714,-5.68,10.183,-1.714,-1.061,18.695
Clay+Grass+Hard,ATP 250+Masters 1000,1.5,3.0,0.03,flat,212,0.4764,-5.68,10.039,-0.809,-12.04,212.0
Clay+Grass+Hard,ATP 250+Grand Slam+Masters 1000,1.5,2.0,0.05,flat,117,0.5556,-5.68,11.159,-0.724,-6.65,117.0
Clay+Grass+Hard,Grand Slam+Masters 1000,1.5,2.0,0.05,flat,117,0.5556,-5.68,11.159,-0.724,-6.65,117.0
Clay+Hard,Masters 1000,1.5,3.0,0.03,flat,212,0.4764,-5.68,10.039,-0.809,-12.04,212.0
Clay+Grass,ATP 250+Masters 1000,1.5,2.5,0.05,flat,50,0.52,-5.68,10.526,-0.43,-2.84,50.0
Clay,Masters 1000,1.5,2.5,0.05,flat,50,0.52,-5.68,10.526,-0.43,-2.84,50.0
Clay+Grass,Masters 1000,1.5,2.5,0.05,flat,50,0.52,-5.68,10.526,-0.43,-2.84,50.0
Clay+Hard,ATP 250+Masters 1000,1.5,3.0,0.03,flat,212,0.4764,-5.68,10.039,-0.809,-12.04,212.0
Clay+Hard,ATP 500+Masters 1000,1.5,3.25,0.03,half-Kelly,700,0.4714,-5.68,10.183,-1.714,-2.123,37.39
Clay+Hard,ATP 250+ATP 500+Masters 1000,1.5,3.25,0.03,half-Kelly,700,0.4714,-5.68,10.183,-1.714,-2.123,37.39
Clay,ATP 250+Masters 1000,1.5,2.5,0.05,flat,50,0.52,-5.68,10.526,-0.43,-2.84,50.0
Clay+Grass+Hard,ATP 500+Grand Slam+Masters 1000,1.5,2.0,0.05,flat,350,0.5514,-5.69,11.096,-1.244,-19.93,350.0
Clay+Grass,ATP 250+ATP 500+Masters 1000,2.5,4.0,0.04,quarter-Kelly,84,0.2976,-5.69,11.169,-0.828,-0.069,1.216
Clay+Grass+Hard,ATP 250+ATP 500+Masters 1000,2.5,3.25,0.04,half-Kelly,138,0.3188,-5.69,11.278,-1.155,-0.25,4.393
Clay+Grass+Hard,ATP 250+ATP 500+Masters 1000,2.5,3.25,0.04,quarter-Kelly,138,0.3188,-5.69,11.278,-1.155,-0.125,2.197
Clay+Grass+Hard,Grand Slam+Masters 1000,1.5,2.75,0.06,flat,209,0.4785,-5.69,12.657,-0.81,-11.9,209.0
Clay+Grass+Hard,ATP 250+ATP 500+Grand Slam+Masters 1000,1.5,2.0,0.05,flat,350,0.5514,-5.69,11.096,-1.244,-19.93,350.0
Grass+Hard,ATP 250+ATP 500+Masters 1000,2.0,2.5,0.07,flat,113,0.4159,-5.69,14.021,-0.539,-6.43,113.0
Clay+Grass+Hard,ATP 500+Masters 1000,2.5,3.25,0.04,quarter-Kelly,138,0.3188,-5.69,11.278,-1.155,-0.125,2.197
Clay+Grass,ATP 250+ATP 500+Masters 1000,2.5,4.0,0.04,half-Kelly,84,0.2976,-5.69,11.169,-0.828,-0.138,2.431
Clay+Grass+Hard,ATP 500+Masters 1000,2.5,3.25,0.04,half-Kelly,138,0.3188,-5.69,11.278,-1.155,-0.25,4.393
Clay+Grass+Hard,ATP 250+Grand Slam+Masters 1000,1.5,2.75,0.06,flat,209,0.4785,-5.69,12.657,-0.81,-11.9,209.0
Grass+Hard,ATP 500+Masters 1000,2.0,2.5,0.07,flat,113,0.4159,-5.69,14.021,-0.539,-6.43,113.0
Clay+Grass,ATP 500+Masters 1000,2.5,4.0,0.04,quarter-Kelly,84,0.2976,-5.69,11.169,-0.828,-0.069,1.216
Clay+Grass,ATP 500+Masters 1000,2.5,4.0,0.04,half-Kelly,84,0.2976,-5.69,11.169,-0.828,-0.138,2.431
Hard,ATP 250+ATP 500,1.5,2.25,0.03,half-Kelly,208,0.5529,-5.7,10.225,-0.217,-0.753,13.209
Clay+Hard,ATP 250+ATP 500+Masters 1000,1.5,3.0,0.07,quarter-Kelly,435,0.4828,-5.7,13.031,-0.829,-0.858,15.041
Hard,ATP 250+ATP 500,1.5,2.25,0.03,quarter-Kelly,208,0.5529,-5.7,10.225,-0.217,-0.376,6.604
Clay+Hard,ATP 250+ATP 500+Masters 1000,1.5,3.0,0.07,half-Kelly,435,0.4828,-5.7,13.031,-0.829,-1.716,30.081
Clay+Hard,ATP 500+Masters 1000,1.5,3.0,0.07,quarter-Kelly,435,0.4828,-5.7,13.031,-0.829,-0.858,15.041
Clay+Hard,ATP 500+Masters 1000,1.5,3.0,0.07,half-Kelly,435,0.4828,-5.7,13.031,-0.829,-1.716,30.081
Clay+Grass+Hard,ATP 500,1.5,2.0,0.05,flat,233,0.5494,-5.7,11.064,-1.012,-13.28,233.0
Clay+Grass+Hard,ATP 250+ATP 500,1.5,2.0,0.05,flat,233,0.5494,-5.7,11.064,-1.012,-13.28,233.0
Hard,ATP 500,1.5,2.25,0.03,half-Kelly,208,0.5529,-5.7,10.225,-0.217,-0.753,13.209
Hard,ATP 500,1.5,2.25,0.03,quarter-Kelly,208,0.5529,-5.7,10.225,-0.217,-0.376,6.604
Clay+Grass+Hard,ATP 500+Grand Slam+Masters 1000,2.25,4.0,0.06,half-Kelly,297,0.3468,-5.71,13.166,-0.751,-0.655,11.457
Hard,ATP 250+ATP 500,2.25,4.0,0.07,flat,76,0.3553,-5.71,14.144,-0.388,-4.34,76.0
Clay+Grass+Hard,ATP 250+ATP 500+Grand Slam+Masters 1000,2.25,4.0,0.06,quarter-Kelly,297,0.3468,-5.71,13.166,-0.751,-0.327,5.729
Clay,ATP 250+ATP 500,2.25,3.75,0.03,flat,72,0.3472,-5.71,9.53,-0.369,-4.11,72.0
Clay+Grass+Hard,ATP 500+Grand Slam+Masters 1000,2.25,4.0,0.06,quarter-Kelly,297,0.3468,-5.71,13.166,-0.751,-0.327,5.729
Clay+Grass+Hard,ATP 250+ATP 500+Grand Slam+Masters 1000,2.25,4.0,0.06,half-Kelly,297,0.3468,-5.71,13.166,-0.751,-0.655,11.457
Hard,ATP 500,2.25,4.0,0.07,flat,76,0.3553,-5.71,14.144,-0.388,-4.34,76.0
Clay+Hard,ATP 500+Masters 1000,1.5,3.25,0.06,half-Kelly,503,0.4751,-5.71,12.423,-1.001,-1.85,32.401
