match_id,match_date,winner_id,loser_id,court_speed_index,round_numeric,best_of,tier_numeric,surface_Hard,surface_Clay,surface_Grass,tier_Grand_Slam,tier_Masters_1000,tier_ATP_500,tier_ATP_250,tier_Challenger,p1_is_winner,d_elo_overall,d_elo_surface,d_atp_rank,d_surface_win_rate,d_recent_form_10,d_serve_rating,d_return_rating,serve_vs_return,d_ace_rate,d_bp_save_rate,d_days_rest,d_matches_last_14d,p1_matches_14d,p2_matches_14d,h2h_overall,h2h_surface,h2h_surface_3y,winner_won
4668,2016-06-27,43,70,55.0,2,5,5,0,0,1,1,0,0,0,0,0,-322.73,-71.91000000000008,-93,-0.17142857142857143,-0.19999999999999996,-0.431599999999996,0.431599999999996,23.840400000000002,0.3166666666666673,-27.12121212121212,-7,4,5,1,0.5,0.5,0.5,0
4669,2016-06-27,31,9,55.0,2,5,5,0,0,1,1,0,0,0,0,1,267.8499999999999,100.41000000000008,42,0.4642857142857143,0.3,3.2326249999999987,-3.2326249999999916,18.956625000000017,1.1875,2.6188183606776008,7,2,3,1,0.5,0.5,0.5,1
4669,2016-06-27,31,9,55.0,2,5,5,0,0,1,1,0,0,0,0,0,-267.8499999999999,-100.41000000000008,-42,-0.4642857142857143,-0.3,-3.2326249999999987,3.2326249999999916,18.95662500000001,-1.1875,-2.6188183606776008,-7,-2,1,3,0.5,0.5,0.5,0
4670,2016-06-27,11,146,55.0,2,5,5,0,0,1,1,0,0,0,0,1,201.23000000000002,54.41000000000008,91,-1499.4166666666667,0.3,9.811,-9.811,18.657999999999994,5.916666666666667,6.578149590920503,-21,4,4,0,0.5,0.5,0.5,1
4670,2016-06-27,11,146,55.0,2,5,5,0,0,1,1,0,0,0,0,0,-201.23000000000002,-54.41000000000008,-91,1499.4166666666667,-0.3,-9.811,9.811,18.657999999999994,-5.916666666666667,-6.578149590920503,21,-4,0,4,0.5,0.5,0.5,0
4671,2016-06-27,63,62,55.0,2,5,5,0,0,1,1,0,0,0,0,1,152.92999999999984,-7.889999999999873,39,-0.3333333333333333,0.2,1.4518412698412746,-4.229619047619053,18.603269841269842,2.1764705882352944,-4.919134320394818,0,-1,1,2,0.5,0.5,0.5,1
4671,2016-06-27,63,62,55.0,2,5,5,0,0,1,1,0,0,0,0,0,-152.92999999999984,7.889999999999873,-39,0.3333333333333333,-0.2,-1.4518412698412746,4.229619047619053,21.38104761904762,-2.1764705882352944,4.919134320394818,0,1,2,1,0.5,0.5,0.5,0
4672,2016-06-27,48,29,55.0,2,5,5,0,0,1,1,0,0,0,0,1,-224.51,-21.190000000000055,-159,-0.06666666666666665,-0.20000000000000007,-2.676941176470592,2.676941176470592,35.15694117647058,0.24117647058823533,-2.592592592592588,0,0,1,1,0.5,0.5,0.5,1
4672,2016-06-27,48,29,55.0,2,5,5,0,0,1,1,0,0,0,0,0,224.51,21.190000000000055,159,0.06666666666666665,0.20000000000000007,2.676941176470592,-2.676941176470592,35.15694117647058,-0.24117647058823533,2.592592592592588,0,0,1,1,0.5,0.5,0.5,0
4673,2016-06-27,40,76,55.0,2,5,5,0,0,1,1,0,0,0,0,1,204.99,82.57999999999993,33,0.380952380952381,0.09999999999999998,5.090732142857128,-1.965732142857135,23.03998214285714,0.2142857142857144,22.233821733821742,0,0,1,1,0.5,0.5,0.5,1
4673,2016-06-27,40,76,55.0,2,5,5,0,0,1,1,0,0,0,0,0,-204.99,-82.57999999999993,-33,-0.380952380952381,-0.09999999999999998,-5.090732142857128,1.965732142857135,19.91498214285715,-0.2142857142857144,-22.233821733821742,0,0,1,1,0.5,0.5,0.5,0
4674,2016-06-27,57,53,55.0,2,5,5,0,0,1,1,0,0,0,0,1,44.299999999999955,-65.94000000000005,-9,-0.16666666666666669,0.19999999999999996,-0.9817894736842092,0.9817894736842092,21.61021052631579,-2.763157894736842,9.288966107851564,0,0,1,1,1.0,0.5,0.5,1
4674,2016-06-27,57,53,55.0,2,5,5,0,0,1,1,0,0,0,0,0,-44.299999999999955,65.94000000000005,9,0.16666666666666669,-0.19999999999999996,0.9817894736842092,-0.9817894736842092,21.61021052631579,2.763157894736842,-9.288966107851564,0,0,1,1,0.0,0.5,0.5,0
4675,2016-06-27,67,288,55.0,2,5,5,0,0,1,1,0,0,0,0,1,149.97000000000003,55.24000000000001,230,-1499.375,0.09999999999999998,4.2864,-4.286399999999997,34.192400000000006,17.9,16.01190476190476,-70,2,2,0,0.5,0.5,0.5,1
4675,2016-06-27,67,288,55.0,2,5,5,0,0,1,1,0,0,0,0,0,-149.97000000000003,-55.24000000000001,-230,1499.375,-0.09999999999999998,-4.2864,4.286399999999997,34.192400000000006,-17.9,-16.01190476190476,70,-2,0,2,0.5,0.5,0.5,0
4676,2016-06-27,197,128,55.0,2,5,5,0,0,1,1,0,0,0,0,1,132.57000000000016,33.57999999999993,85,0.0,-0.09999999999999998,3.707333333333324,0.4593333333333405,25.00733333333332,4.757575757575758,12.591174257840912,0,0,0,0,0.5,0.5,0.5,1
4676,2016-06-27,197,128,55.0,2,5,5,0,0,1,1,0,0,0,0,0,-132.57000000000016,-33.57999999999993,-85,0.0,0.09999999999999998,-3.707333333333324,-0.4593333333333405,20.840666666666657,-4.757575757575758,-12.591174257840912,0,0,0,0,0.5,0.5,0.5,0
4677,2016-06-27,92,38,55.0,2,5,5,0,0,1,1,0,0,0,0,1,253.76999999999998,-37.830000000000155,67,-0.125,0.09999999999999998,7.45937142857143,-7.459371428571437,28.37777142857142,6.014285714285713,-0.4496753246753258,0,-1,1,2,0.5,0.5,0.5,1
4677,2016-06-27,92,38,55.0,2,5,5,0,0,1,1,0,0,0,0,0,-253.76999999999998,37.830000000000155,-67,0.125,-0.09999999999999998,-7.45937142857143,7.459371428571437,28.377771428571428,-6.014285714285713,0.4496753246753258,0,1,2,1,0.5,0.5,0.5,0
4678,2016-06-27,68,122,55.0,2,5,5,0,0,1,1,0,0,0,0,1,19.920000000000073,-39.3599999999999,14,-0.25,0.0,2.044142857142866,-2.0441428571428517,26.38014285714287,4.796703296703297,-2.9956536137854997,-21,1,1,0,1.0,0.5,0.5,1
4678,2016-06-27,68,122,55.0,2,5,5,0,0,1,1,0,0,0,0,0,-19.920000000000073,39.3599999999999,-14,0.25,0.0,-2.044142857142866,2.0441428571428517,26.380142857142857,-4.796703296703297,2.9956536137854997,21,-1,0,1,0.0,0.5,0.5,0
4679,2016-06-27,1,97,55.0,2,5,5,0,0,1,1,0,0,0,0,1,-33.61000000000013,36.57999999999993,-44,0.16666666666666669,0.0,-0.2707333333333395,0.2707333333333395,23.581933333333332,-3.5777777777777775,-1.6824885034227535,-7,1,2,1,0.5,0.5,0.5,1
4679,2016-06-27,1,97,55.0,2,5,5,0,0,1,1,0,0,0,0,0,33.61000000000013,-36.57999999999993,44,-0.16666666666666669,0.0,0.2707333333333395,-0.2707333333333395,23.581933333333332,3.5777777777777775,1.6824885034227535,7,-1,1,2,0.5,0.5,0.5,0
4680,2016-06-27,85,23,55.0,2,5,5,0,0,1,1,0,0,0,0,1,582.1399999999999,260.94000000000005,74,0.9230769230769231,0.4,21.302692307692304,-21.302692307692304,13.08669230769231,4.923076923076923,12.62907727193442,-21,5,5,0,1.0,1.0,1.0,1
4680,2016-06-27,85,23,55.0,2,5,5,0,0,1,1,0,0,0,0,0,-582.1399999999999,-260.94000000000005,-74,-0.9230769230769231,-0.4,-21.302692307692304,21.302692307692304,13.08669230769231,-4.923076923076923,-12.62907727193442,21,-5,0,5,0.0,0.0,0.0,0
4681,2016-06-27,114,32,55.0,3,5,5,0,0,1,1,0,0,0,0,1,-628.6200000000001,-122.26999999999998,-40,-0.4545454545454546,-0.5,4.298138888888886,-4.298138888888889,35.764361111111114,10.07638888888889,7.814231753307382,-28,3,3,0,0.5,0.5,0.5,1
4681,2016-06-27,114,32,55.0,3,5,5,0,0,1,1,0,0,0,0,0,628.6200000000001,122.26999999999998,40,0.4545454545454546,0.5,-4.298138888888886,4.298138888888889,35.764361111111114,-10.07638888888889,-7.814231753307382,28,-3,0,3,0.5,0.5,0.5,0
4682,2016-06-27,210,215,55.0,3,5,5,0,0,1,1,0,0,0,0,1,45.549999999999955,138.64999999999986,30,0.4166666666666667,0.39999999999999997,3.148399999999995,-3.1484000000000023,28.391599999999997,-3.0166666666666666,-7.223137973137959,-7,1,1,0,0.5,0.5,0.5,1
4682,2016-06-27,210,215,55.0,3,5,5,0,0,1,1,0,0,0,0,0,-45.549999999999955,-138.64999999999986,-30,-0.4166666666666667,-0.39999999999999997,-3.148399999999995,3.1484000000000023,28.391600000000004,3.0166666666666666,7.223137973137959,7,-1,0,1,0.5,0.5,0.5,0
4683,2016-06-27,30,94,55.0,3,5,5,0,0,1,1,0,0,0,0,1,345.75,53.960000000000036,105,0.7142857142857143,0.49999999999999994,-2.4726363636363686,2.4726363636363686,26.97063636363636,-1.5101010101010095,6.903121932533693,7,2,3,1,0.5,0.5,0.5,1
4683,2016-06-27,30,94,55.0,3,5,5,0,0,1,1,0,0,0,0,0,-345.75,-53.960000000000036,-105,-0.7142857142857143,-0.49999999999999994,2.4726363636363686,-2.4726363636363686,26.97063636363636,1.5101010101010095,-6.903121932533693,-7,-2,1,3,0.5,0.5,0.5,0
4684,2016-06-27,15,192,55.0,3,5,5,0,0,1,1,0,0,0,0,1,203.41000000000008,84.66999999999985,19,0.25,0.09999999999999998,2.627456140350887,-2.6274561403508763,35.16812280701755,4.057017543859648,1.719178833149428,-21,5,5,0,1.0,0.5,0.5,1
4684,2016-06-27,15,192,55.0,3,5,5,0,0,1,1,0,0,0,0,0,-203.41000000000008,-84.66999999999985,-19,-0.25,-0.09999999999999998,-2.627456140350887,2.6274561403508763,35.16812280701754,-4.057017543859648,-1.719178833149428,21,-5,0,5,0.0,0.5,0.5,0
4685,2016-06-27,13,341,55.0,3,5,5,0,0,1,1,0,0,0,0,1,409.6500000000001,167.1199999999999,88,0.2857142857142857,0.35,3.17049999999999,-3.1704999999999934,36.05749999999999,-1.083333333333333,-3.7337662337662394,7,0,4,4,0.5,0.5,0.5,1
4685,2016-06-27,13,341,55.0,3,5,5,0,0,1,1,0,0,0,0,0,-409.6500000000001,-167.1199999999999,-88,-0.2857142857142857,-0.35,-3.17049999999999,3.1704999999999934,36.05749999999999,1.083333333333333,3.7337662337662394,-7,0,4,4,0.5,0.5,0.5,0
4686,2016-06-27,12,14,55.0,3,5,5,0,0,1,1,0,0,0,0,1,76.94000000000005,96.86000000000013,8,0.29230769230769227,0.39999999999999997,4.377018181818187,-4.377018181818173,28.113381818181836,3.490909090909091,-2.875636178803603,-7,7,8,1,0.5,0.0,0.0,1
4686,2016-06-27,12,14,55.0,3,5,5,0,0,1,1,0,0,0,0,0,-76.94000000000005,-96.86000000000013,-8,-0.29230769230769227,-0.39999999999999997,-4.377018181818187,4.377018181818173,28.11338181818182,-3.490909090909091,2.875636178803603,7,-7,1,8,0.5,1.0,1.0,0
4687,2016-06-27,201,89,55.0,3,5,5,0,0,1,1,0,0,0,0,1,281.79999999999995,124.95000000000005,110,0.44999999999999996,0.39999999999999997,6.313999999999993,-6.314,28.00199999999999,4.666666666666667,1.7539682539682602,-7,4,4,0,0.5,0.5,0.5,1
4687,2016-06-27,201,89,55.0,3,5,5,0,0,1,1,0,0,0,0,0,-281.79999999999995,-124.95000000000005,-110,-0.44999999999999996,-0.39999999999999997,-6.313999999999993,6.314,28.001999999999995,-4.666666666666667,-1.7539682539682602,7,-4,0,4,0.5,0.5,0.5,0
4688,2016-06-27,16,65,55.0,3,5,5,0,0,1,1,0,0,0,0,1,230.82000000000016,26.37000000000012,36,0.5,0.19999999999999996,-2.6949649122807173,0.06338596491228543,25.81770175438595,-0.7777777777777777,3.185255696220622,0,1,2,1,1.0,0.5,0.5,1
4688,2016-06-27,16,65,55.0,3,5,5,0,0,1,1,0,0,0,0,0,-230.82000000000016,-26.37000000000012,-36,-0.5,-0.19999999999999996,2.6949649122807173,-0.06338596491228543,28.449280701754383,0.7777777777777777,-3.185255696220622,0,-1,1,2,0.0,0.5,0.5,0
4689,2016-06-27,21,87,55.0,3,5,5,0,0,1,1,0,0,0,0,1,1.0199999999999818,56.77999999999997,-33,0.5,0.0,6.396297213622255,-6.396297213622276,26.465349845201224,5.724458204334366,3.9278075725444026,0,2,4,2,0.5,0.5,0.5,1
4689,2016-06-27,21,87,55.0,3,5,5,0,0,1,1,0,0,0,0,0,-1.0199999999999818,-56.77999999999997,33,-0.5,0.0,-6.396297213622255,6.396297213622276,26.465349845201246,-5.724458204334366,-3.9278075725444026,0,-2,2,4,0.5,0.5,0.5,0
4690,2016-06-27,43,195,55.0,3,5,5,0,0,1,1,0,0,0,0,1,59.1099999999999,-32.00999999999999,19,-0.11428571428571432,-0.09999999999999998,-1.8976666666666802,1.897666666666666,26.169666666666664,-0.08333333333333393,-3.557927762473213,0,-4,1,5,1.0,0.5,0.5,1
4690,2016-06-27,43,195,55.0,3,5,5,0,0,1,1,0,0,0,0,0,-59.1099999999999,32.00999999999999,-19,0.11428571428571432,0.09999999999999998,1.8976666666666802,-1.897666666666666,26.16966666666668,0.08333333333333393,3.557927762473213,0,4,5,1,0.0,0.5,0.5,0
4691,2016-06-27,11,31,55.0,3,5,5,0,0,1,1,0,0,0,0,1,-130.8800000000001,18.430000000000064,-4,-0.13095238095238093,-0.09999999999999998,3.1398749999999893,-3.1398749999999964,25.329124999999998,4.479166666666667,8.195143976393993,0,1,4,3,0.5,0.5,0.5,1
4691,2016-06-27,11,31,55.0,3,5,5,0,0,1,1,0,0,0,0,0,130.8800000000001,-18.430000000000064,4,0.13095238095238093,0.09999999999999998,-3.1398749999999893,3.1398749999999964,25.329125000000005,-4.479166666666667,-8.195143976393993,0,-1,3,4,0.5,0.5,0.5,0
4692,2016-06-27,63,48,55.0,3,5,5,0,0,1,1,0,0,0,0,1,6.149999999999864,-74.04999999999995,134,-0.6,-0.09999999999999998,-6.212444444444436,3.434666666666658,26.267555555555553,-1.1235294117647054,-0.6022408963585448,0,0,1,1,0.5,0.5,0.5,1
4692,2016-06-27,63,48,55.0,3,5,5,0,0,1,1,0,0,0,0,0,-6.149999999999864,74.04999999999995,-134,0.6,0.09999999999999998,6.212444444444436,-3.434666666666658,29.045333333333332,1.1235294117647054,0.6022408963585448,0,0,1,1,0.5,0.5,0.5,0
4693,2016-06-27,40,57,55.0,3,5,5,0,0,1,1,0,0,0,0,1,147.49,80.22000000000003,26,0.380952380952381,0.0,2.188646616541348,-2.188646616541348,22.81706766917293,0.47744360902255645,2.818877029403353,0,0,1,1,1.0,0.5,0.5,1
4693,2016-06-27,40,57,55.0,3,5,5,0,0,1,1,0,0,0,0,0,-147.49,-80.22000000000003,-26,-0.380952380952381,0.0,-2.188646616541348,2.188646616541348,22.81706766917293,-0.47744360902255645,-2.818877029403353,0,0,1,1,0.0,0.5,0.5,0
4694,2016-06-27,197,67,55.0,3,5,5,0,0,1,1,0,0,0,0,1,84.34999999999991,-36.23000000000002,5,-0.125,0.0,-6.965400000000017,6.965400000000006,31.513399999999987,-20.23333333333333,-11.61836620169953,21,-2,0,2,0.5,0.5,0.5,1
4694,2016-06-27,197,67,55.0,3,5,5,0,0,1,1,0,0,0,0,0,-84.34999999999991,36.23000000000002,-5,0.125,0.0,6.965400000000017,-6.965400000000006,31.513399999999997,20.23333333333333,11.61836620169953,-21,2,2,0,0.5,0.5,0.5,0
4695,2016-06-27,92,68,55.0,3,5,5,0,0,1,1,0,0,0,0,1,212.24,38.34999999999991,3,0.25,0.19999999999999996,3.7064285714285603,-3.7064285714285745,32.130714285714284,3.5714285714285703,15.804047143332873,0,0,1,1,0.0,0.5,0.5,1
4695,2016-06-27,92,68,55.0,3,5,5,0,0,1,1,0,0,0,0,0,-212.24,-38.34999999999991,-3,-0.25,-0.19999999999999996,-3.7064285714285603,3.7064285714285745,32.1307142857143,-3.5714285714285703,-15.804047143332873,0,0,1,1,1.0,0.5,0.5,0
4696,2016-06-27,85,1,55.0,3,5,5,0,0,1,1,0,0,0,0,1,535.6399999999999,231.95000000000005,65,0.42307692307692313,0.5,5.539092307692314,-5.539092307692307,28.850292307692307,4.723076923076923,8.343362986220129,7,3,5,2,0.5,0.5,0.5,1
4696,2016-06-27,85,1,55.0,3,5,5,0,0,1,1,0,0,0,0,0,-535.6399999999999,-231.95000000000005,-65,-0.42307692307692313,-0.5,-5.539092307692314,5.539092307692307,28.8502923076923,-4.723076923076923,-8.343362986220129,-7,-3,2,5,0.5,0.5,0.5,0
4697,2016-06-27,114,210,55.0,4,5,5,0,0,1,1,0,0,0,0,1,5.680000000000064,-68.61999999999989,10,-0.20454545454545459,-0.29999999999999993,4.261250000000004,-4.26125,35.80125,8.104166666666668,11.419849991278546,-7,2,3,1,0.0,0.0,0.0,1
4697,2016-06-27,114,210,55.0,4,5,5,0,0,1,1,0,0,0,0,0,-5.680000000000064,68.61999999999989,-10,0.20454545454545459,0.29999999999999993,-4.261250000000004,4.26125,35.801249999999996,-8.104166666666668,-11.419849991278546,7,-2,1,3,1.0,1.0,1.0,0
4698,2016-06-27,15,30,55.0,4,5,5,0,0,1,1,0,0,0,0,1,92.5,12.730000000000018,4,0.0357142857142857,0.0,6.648789473684218,-6.648789473684214,31.14678947368421,4.52923976608187,13.792998940057764,0,2,5,3,1.0,0.5,0.5,1
4698,2016-06-27,15,30,55.0,4,5,5,0,0,1,1,0,0,0,0,0,-92.5,-12.730000000000018,-4,-0.0357142857142857,0.0,-6.648789473684218,6.648789473684214,31.146789473684205,-4.52923976608187,-13.792998940057764,0,-2,3,5,0.0,0.5,0.5,0
4699,2016-06-27,13,12,55.0,4,5,5,0,0,1,1,0,0,0,0,1,236.68000000000006,72.92999999999984,26,0.09340659340659341,-0.09999999999999998,3.368799999999979,-3.3687999999999967,35.85919999999999,-1.9833333333333334,7.3646439031054385,7,-4,4,8,0.5,0.5,0.5,1
4699,2016-06-27,13,12,55.0,4,5,5,0,0,1,1,0,0,0,0,0,-236.68000000000006,-72.92999999999984,-26,-0.09340659340659341,0.09999999999999998,-3.368799999999979,3.3687999999999967,35.8592,1.9833333333333334,-7.3646439031054385,-7,4,8,4,0.5,0.5,0.5,0
4700,2016-06-27,201,16,55.0,4,5,5,0,0,1,1,0,0,0,0,1,-209.42000000000007,49.1400000000001,-7,0.19999999999999996,-0.09999999999999998,5.596631578947374,-2.965052631578949,31.35094736842104,6.611111111111111,-10.80628744225237,0,2,4,2,0.0,0.5,0.5,1
4700,2016-06-27,201,16,55.0,4,5,5,0,0,1,1,0,0,0,0,0,209.42000000000007,-49.1400000000001,7,-0.19999999999999996,0.09999999999999998,-5.596631578947374,2.965052631578949,28.719368421052614,-6.611111111111111,10.80628744225237,0,-2,2,4,1.0,0.5,0.5,0
4701,2016-06-27,43,21,55.0,4,5,5,0,0,1,1,0,0,0,0,1,208.96000000000004,49.539999999999964,55,0.09999999999999998,0.09999999999999998,-4.294823529411744,4.294823529411758,28.566823529411757,-2.799019607843138,-5.065612262980679,7,-3,1,4,1.0,0.5,0.5,1
4701,2016-06-27,43,21,55.0,4,5,5,0,0,1,1,0,0,0,0,0,-208.96000000000004,-49.539999999999964,-55,-0.09999999999999998,-0.09999999999999998,4.294823529411744,-4.294823529411758,28.566823529411742,2.799019607843138,5.065612262980679,-7,3,4,1,0.0,0.5,0.5,0
4702,2016-06-27,63,11,55.0,4,5,5,0,0,1,1,0,0,0,0,1,1.7799999999999727,-93.46000000000004,-11,-0.5833333333333334,0.0,-4.206944444444439,1.42916666666666,24.262055555555555,-2.4901960784313726,-9.16196820608586,0,-3,1,4,0.5,0.5,0.5,1
4702,2016-06-27,63,11,55.0,4,5,5,0,0,1,1,0,0,0,0,0,-1.7799999999999727,93.46000000000004,11,0.5833333333333334,0.0,4.206944444444439,-1.42916666666666,27.039833333333334,2.4901960784313726,9.16196820608586,0,3,4,1,0.5,0.5,0.5,0
4703,2016-06-27,197,40,55.0,4,5,5,0,0,1,1,0,0,0,0,1,-35.27999999999997,-37.09999999999991,-2,-0.2142857142857143,0.0,-0.22885714285715153,0.22885714285714442,24.776857142857125,2.4523809523809526,8.242744909411563,21,-1,0,1,0.5,0.5,0.5,1
4703,2016-06-27,197,40,55.0,4,5,5,0,0,1,1,0,0,0,0,0,35.27999999999997,37.09999999999991,2,0.2142857142857143,0.0,0.22885714285715153,-0.22885714285714442,24.776857142857132,-2.4523809523809526,-8.242744909411563,-21,1,1,0,0.5,0.5,0.5,0
4704,2016-06-27,85,92,55.0,4,5,5,0,0,1,1,0,0,0,0,1,261.72,217.5,16,0.42307692307692313,0.30000000000000004,-0.7238791208791184,0.7238791208791255,35.11326373626374,-4.29120879120879,-8.087914070056925,0,4,5,1,1.0,0.5,0.5,1
4704,2016-06-27,85,92,55.0,4,5,5,0,0,1,1,0,0,0,0,0,-261.72,-217.5,-16,-0.42307692307692313,-0.30000000000000004,0.7238791208791184,-0.7238791208791255,35.11326373626373,4.29120879120879,8.087914070056925,0,-4,1,5,0.0,0.5,0.5,0
4705,2016-06-27,15,114,55.0,5,5,5,0,0,1,1,0,0,0,0,1,257.73,29.860000000000127,34,0.20454545454545459,0.29999999999999993,-1.1334605263157869,1.133460526315794,38.92903947368421,-3.213815789473685,8.094646949688979,7,2,5,3,0.5,0.5,0.5,1
4705,2016-06-27,15,114,55.0,5,5,5,0,0,1,1,0,0,0,0,0,-257.73,-29.860000000000127,-34,-0.20454545454545459,-0.29999999999999993,1.1334605263157869,-1.133460526315794,38.92903947368421,3.213815789473685,-8.094646949688979,-7,-2,3,5,0.5,0.5,0.5,0
4706,2016-06-27,13,201,55.0,5,5,5,0,0,1,1,0,0,0,0,1,182.52999999999997,78.25,10,0.08571428571428574,0.0,2.456000000000003,-2.4559999999999924,36.77199999999999,-2.583333333333333,2.2106782106782177,0,0,4,4,0.5,0.5,0.5,1
4706,2016-06-27,13,201,55.0,5,5,5,0,0,1,1,0,0,0,0,0,-182.52999999999997,-78.25,-10,-0.08571428571428574,0.0,-2.456000000000003,2.4559999999999924,36.77199999999998,2.583333333333333,-2.2106782106782177,0,0,4,4,0.5,0.5,0.5,0
4707,2016-06-27,43,63,55.0,5,5,5,0,0,1,1,0,0,0,0,1,135.15999999999985,74.59000000000015,21,0.6,0.09999999999999998,2.1084444444444372,0.6693333333333342,24.941333333333333,-0.09313725490196134,-1.8135840194663757,0,0,1,1,0.5,0.5,0.5,1
4707,2016-06-27,43,63,55.0,5,5,5,0,0,1,1,0,0,0,0,0,-135.15999999999985,-74.59000000000015,-21,-0.6,-0.09999999999999998,-2.1084444444444372,-0.6693333333333342,22.16355555555556,0.09313725490196134,1.8135840194663757,0,0,1,1,0.5,0.5,0.5,0
4708,2016-06-27,85,197,55.0,5,5,5,0,0,1,1,0,0,0,0,1,268.24,179.11000000000013,10,0.42307692307692313,0.30000000000000004,4.92069230769232,-4.920692307692313,29.4686923076923,1.2564102564102564,-7.835889859699378,-21,5,5,0,1.0,1.0,1.0,1
4708,2016-06-27,85,197,55.0,5,5,5,0,0,1,1,0,0,0,0,0,-268.24,-179.11000000000013,-10,-0.42307692307692313,-0.30000000000000004,-4.92069230769232,4.920692307692313,29.468692307692294,-1.2564102564102564,7.835889859699378,21,-5,0,5,0.0,0.0,0.0,0
4709,2016-06-27,15,13,55.0,6,5,5,0,0,1,1,0,0,0,0,1,-6.850000000000136,-64.26999999999998,-4,-0.0357142857142857,0.09999999999999998,-0.716210526315777,0.7162105263157841,38.5117894736842,3.057017543859648,15.175918852389437,0,1,5,4,0.3333333333333333,0.5,0.5,1
4709,2016-06-27,15,13,55.0,6,5,5,0,0,1,1,0,0,0,0,0,6.850000000000136,64.26999999999998,4,0.0357142857142857,-0.09999999999999998,0.716210526315777,-0.7162105263157841,38.5117894736842,-3.057017543859648,-15.175918852389437,0,-1,4,5,0.6666666666666667,0.5,0.5,0
4710,2016-06-27,85,43,55.0,6,5,5,0,0,1,1,0,0,0,0,1,247.0999999999999,155.9599999999998,7,0.32307692307692315,0.30000000000000004,5.058692307692311,-5.058692307692304,29.33069230769231,1.8397435897435903,6.156013298870448,0,4,5,1,1.0,0.5,0.5,1
4710,2016-06-27,85,43,55.0,6,5,5,0,0,1,1,0,0,0,0,0,-247.0999999999999,-155.9599999999998,-7,-0.32307692307692315,-0.30000000000000004,-5.058692307692311,5.058692307692304,29.330692307692303,-1.8397435897435903,-6.156013298870448,0,-4,1,5,0.0,0.5,0.5,0
4711,2016-06-27,85,15,55.0,7,5,5,0,0,1,1,0,0,0,0,1,150.08999999999992,95.14999999999986,5,0.17307692307692313,0.20000000000000007,-1.703097165991906,1.7030971659919025,36.09248178137652,-2.5506072874493917,-12.900376933990373,0,0,5,5,1.0,1.0,1.0,1
4711,2016-06-27,85,15,55.0,7,5,5,0,0,1,1,0,0,0,0,0,-150.08999999999992,-95.14999999999986,-5,-0.17307692307692313,-0.20000000000000007,1.703097165991906,-1.7030971659919025,36.09248178137652,2.5506072874493917,12.900376933990373,0,0,5,5,0.0,0.0,0.0,0
4712,2016-07-11,346,934,28.0,3,3,3,0,1,0,0,0,1,0,0,1,0.0,0.0,195,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.5,0.5,0.5,1
4712,2016-07-11,346,934,28.0,3,3,3,0,1,0,0,0,1,0,0,0,0.0,0.0,-195,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.5,0.5,0.5,0
4713,2016-07-11,275,255,28.0,3,3,3,0,1,0,0,0,1,0,0,1,-28.200000000000045,-6.849999999999909,237,0.0,0.2,-1442.394,-1457.606,7.606000000000002,-1494.0,-1469.047619047619,-343,1,1,0,0.5,0.5,0.5,1
4713,2016-07-11,275,255,28.0,3,3,3,0,1,0,0,0,1,0,0,0,28.200000000000045,6.849999999999909,-237,0.0,-0.2,1442.394,1457.606,7.606000000000002,1494.0,1469.047619047619,343,-1,0,1,0.5,0.5,0.5,0
4714,2016-07-11,276,105,28.0,3,3,3,0,1,0,0,0,1,0,0,1,31.440000000000055,37.02999999999997,-45,0.15714285714285714,0.2,-0.3155000000000001,0.3155000000000001,15.0475,-3.642857142857143,1.16946778711484,0,0,1,1,0.5,0.5,0.5,1
4714,2016-07-11,276,105,28.0,3,3,3,0,1,0,0,0,1,0,0,0,-31.440000000000055,-37.02999999999997,45,-0.15714285714285714,-0.2,0.3155000000000001,-0.3155000000000001,15.0475,3.642857142857143,-1.16946778711484,0,0,1,1,0.5,0.5,0.5,0
4715,2016-07-11,119,380,28.0,3,3,3,0,1,0,0,0,1,0,0,1,-38.38000000000011,-5.8599999999999,83,-1499.6363636363637,0.4,-1444.09,-1455.91,5.910000000000004,-1497.6,-1438.1153846153845,-434,1,1,0,0.5,0.5,0.5,1
4715,2016-07-11,119,380,28.0,3,3,3,0,1,0,0,0,1,0,0,0,38.38000000000011,5.8599999999999,-83,1499.6363636363637,-0.4,1444.09,1455.91,5.910000000000004,1497.6,1438.1153846153845,434,-1,0,1,0.5,0.5,0.5,0
4716,2016-07-11,106,18,28.0,3,3,3,0,1,0,0,0,1,0,0,1,137.27999999999997,102.36999999999989,30,0.5333333333333333,0.4,6.909799999999997,-6.909799999999997,24.88779999999999,-0.20000000000000018,-38.214285714285715,-63,1,1,0,0.5,0.5,0.5,1
4716,2016-07-11,106,18,28.0,3,3,3,0,1,0,0,0,1,0,0,0,-137.27999999999997,-102.36999999999989,-30,-0.5333333333333333,-0.4,-6.909799999999997,6.909799999999997,24.88779999999999,0.20000000000000018,38.214285714285715,63,-1,0,1,0.5,0.5,0.5,0
