match_id,player_id,elo_overall_before,elo_surface_before,surface,match_date,result
1,1,1500.0,1500.0,Hard,2015-01-04,win
1,824,1500.0,1500.0,Hard,2015-01-04,loss
2,2,1500.0,1500.0,Hard,2015-01-04,win
2,115,1500.0,1500.0,Hard,2015-01-04,loss
3,3,1500.0,1500.0,Hard,2015-01-04,win
3,77,1500.0,1500.0,Hard,2015-01-04,loss
4,4,1500.0,1500.0,Hard,2015-01-04,win
4,131,1500.0,1500.0,Hard,2015-01-04,loss
5,5,1500.0,1500.0,Hard,2015-01-04,win
5,79,1500.0,1500.0,Hard,2015-01-04,loss
6,6,1500.0,1500.0,Hard,2015-01-04,win
6,118,1500.0,1500.0,Hard,2015-01-04,loss
7,7,1500.0,1500.0,Hard,2015-01-04,win
7,64,1500.0,1500.0,Hard,2015-01-04,loss
8,8,1500.0,1500.0,Hard,2015-01-04,win
8,71,1500.0,1500.0,Hard,2015-01-04,loss
9,9,1500.0,1500.0,Hard,2015-01-04,win
9,72,1500.0,1500.0,Hard,2015-01-04,loss
10,10,1500.0,1500.0,Hard,2015-01-04,win
10,55,1500.0,1500.0,Hard,2015-01-04,loss
11,11,1500.0,1500.0,Hard,2015-01-04,win
11,114,1500.0,1500.0,Hard,2015-01-04,loss
12,12,1500.0,1500.0,Hard,2015-01-04,win
12,86,1500.0,1500.0,Hard,2015-01-04,loss
13,13,1500.0,1500.0,Hard,2015-01-04,win
13,1,1520.0,1520.0,Hard,2015-01-04,loss
14,3,1520.0,1520.0,Hard,2015-01-04,win
14,2,1520.0,1520.0,Hard,2015-01-04,loss
15,14,1500.0,1500.0,Hard,2015-01-04,win
15,4,1520.0,1520.0,Hard,2015-01-04,loss
16,5,1520.0,1520.0,Hard,2015-01-04,win
16,6,1520.0,1520.0,Hard,2015-01-04,loss
17,8,1520.0,1520.0,Hard,2015-01-04,win
17,7,1520.0,1520.0,Hard,2015-01-04,loss
18,15,1500.0,1500.0,Hard,2015-01-04,win
18,9,1520.0,1520.0,Hard,2015-01-04,loss
19,11,1520.0,1520.0,Hard,2015-01-04,win
19,10,1520.0,1520.0,Hard,2015-01-04,loss
20,16,1500.0,1500.0,Hard,2015-01-04,win
20,12,1520.0,1520.0,Hard,2015-01-04,loss
21,13,1521.15,1521.15,Hard,2015-01-04,win
21,3,1540.0,1540.0,Hard,2015-01-04,loss
22,14,1521.15,1521.15,Hard,2015-01-04,win
22,5,1540.0,1540.0,Hard,2015-01-04,loss
23,15,1521.15,1521.15,Hard,2015-01-04,win
23,8,1540.0,1540.0,Hard,2015-01-04,loss
24,16,1521.15,1521.15,Hard,2015-01-04,win
24,11,1540.0,1540.0,Hard,2015-01-04,loss
25,13,1542.23,1542.23,Hard,2015-01-04,win
25,14,1542.23,1542.23,Hard,2015-01-04,loss
26,15,1542.23,1542.23,Hard,2015-01-04,win
26,16,1542.23,1542.23,Hard,2015-01-04,loss
27,13,1562.23,1562.23,Hard,2015-01-04,win
27,15,1562.23,1562.23,Hard,2015-01-04,loss
28,17,1500.0,1500.0,Hard,2015-01-05,win
28,191,1500.0,1500.0,Hard,2015-01-05,loss
29,18,1500.0,1500.0,Hard,2015-01-05,win
29,110,1500.0,1500.0,Hard,2015-01-05,loss
30,19,1500.0,1500.0,Hard,2015-01-05,win
30,90,1500.0,1500.0,Hard,2015-01-05,loss
31,20,1500.0,1500.0,Hard,2015-01-05,win
31,121,1500.0,1500.0,Hard,2015-01-05,loss
32,21,1500.0,1500.0,Hard,2015-01-05,win
32,825,1500.0,1500.0,Hard,2015-01-05,loss
33,22,1500.0,1500.0,Hard,2015-01-05,win
33,76,1500.0,1500.0,Hard,2015-01-05,loss
34,23,1500.0,1500.0,Hard,2015-01-05,win
34,231,1500.0,1500.0,Hard,2015-01-05,loss
35,24,1500.0,1500.0,Hard,2015-01-05,win
35,75,1500.0,1500.0,Hard,2015-01-05,loss
36,25,1500.0,1500.0,Hard,2015-01-05,win
36,59,1500.0,1500.0,Hard,2015-01-05,loss
37,26,1500.0,1500.0,Hard,2015-01-05,win
37,233,1500.0,1500.0,Hard,2015-01-05,loss
38,27,1500.0,1500.0,Hard,2015-01-05,win
38,284,1500.0,1500.0,Hard,2015-01-05,loss
39,28,1500.0,1500.0,Hard,2015-01-05,win
39,89,1500.0,1500.0,Hard,2015-01-05,loss
40,29,1500.0,1500.0,Hard,2015-01-05,win
40,17,1520.0,1520.0,Hard,2015-01-05,loss
41,19,1520.0,1520.0,Hard,2015-01-05,win
41,18,1520.0,1520.0,Hard,2015-01-05,loss
42,30,1500.0,1500.0,Hard,2015-01-05,win
42,20,1520.0,1520.0,Hard,2015-01-05,loss
43,22,1520.0,1520.0,Hard,2015-01-05,win
43,21,1520.0,1520.0,Hard,2015-01-05,loss
44,23,1520.0,1520.0,Hard,2015-01-05,win
44,24,1520.0,1520.0,Hard,2015-01-05,loss
45,31,1500.0,1500.0,Hard,2015-01-05,win
45,25,1520.0,1520.0,Hard,2015-01-05,loss
46,26,1520.0,1520.0,Hard,2015-01-05,win
46,27,1520.0,1520.0,Hard,2015-01-05,loss
47,28,1520.0,1520.0,Hard,2015-01-05,win
47,68,1500.0,1500.0,Hard,2015-01-05,loss
48,29,1521.15,1521.15,Hard,2015-01-05,win
48,19,1540.0,1540.0,Hard,2015-01-05,loss
49,30,1521.15,1521.15,Hard,2015-01-05,win
49,22,1540.0,1540.0,Hard,2015-01-05,loss
50,31,1521.15,1521.15,Hard,2015-01-05,win
50,23,1540.0,1540.0,Hard,2015-01-05,loss
51,28,1538.85,1538.85,Hard,2015-01-05,win
51,26,1540.0,1540.0,Hard,2015-01-05,loss
52,29,1542.23,1542.23,Hard,2015-01-05,win
52,30,1542.23,1542.23,Hard,2015-01-05,loss
53,28,1558.92,1558.92,Hard,2015-01-05,win
53,31,1542.23,1542.23,Hard,2015-01-05,loss
54,29,1562.23,1562.23,Hard,2015-01-05,win
54,28,1577.96,1577.96,Hard,2015-01-05,loss
55,32,1500.0,1500.0,Hard,2015-01-05,win
55,99,1500.0,1500.0,Hard,2015-01-05,loss
56,33,1500.0,1500.0,Hard,2015-01-05,win
56,826,1500.0,1500.0,Hard,2015-01-05,loss
57,34,1500.0,1500.0,Hard,2015-01-05,win
57,107,1500.0,1500.0,Hard,2015-01-05,loss
58,35,1500.0,1500.0,Hard,2015-01-05,win
58,81,1500.0,1500.0,Hard,2015-01-05,loss
59,36,1500.0,1500.0,Hard,2015-01-05,win
59,117,1500.0,1500.0,Hard,2015-01-05,loss
60,37,1500.0,1500.0,Hard,2015-01-05,win
60,196,1500.0,1500.0,Hard,2015-01-05,loss
61,38,1500.0,1500.0,Hard,2015-01-05,win
61,74,1500.0,1500.0,Hard,2015-01-05,loss
62,39,1500.0,1500.0,Hard,2015-01-05,win
62,80,1500.0,1500.0,Hard,2015-01-05,loss
63,40,1500.0,1500.0,Hard,2015-01-05,win
63,54,1500.0,1500.0,Hard,2015-01-05,loss
64,41,1500.0,1500.0,Hard,2015-01-05,win
64,70,1500.0,1500.0,Hard,2015-01-05,loss
65,42,1500.0,1500.0,Hard,2015-01-05,win
65,128,1500.0,1500.0,Hard,2015-01-05,loss
66,43,1500.0,1500.0,Hard,2015-01-05,win
66,94,1500.0,1500.0,Hard,2015-01-05,loss
67,44,1500.0,1500.0,Hard,2015-01-05,win
67,52,1500.0,1500.0,Hard,2015-01-05,loss
68,45,1500.0,1500.0,Hard,2015-01-05,win
68,91,1500.0,1500.0,Hard,2015-01-05,loss
69,46,1500.0,1500.0,Hard,2015-01-05,win
69,423,1500.0,1500.0,Hard,2015-01-05,loss
70,47,1500.0,1500.0,Hard,2015-01-05,win
70,84,1500.0,1500.0,Hard,2015-01-05,loss
71,32,1520.0,1520.0,Hard,2015-01-05,win
71,33,1520.0,1520.0,Hard,2015-01-05,loss
72,35,1520.0,1520.0,Hard,2015-01-05,win
72,34,1520.0,1520.0,Hard,2015-01-05,loss
73,36,1520.0,1520.0,Hard,2015-01-05,win
73,37,1520.0,1520.0,Hard,2015-01-05,loss
74,38,1520.0,1520.0,Hard,2015-01-05,win
74,39,1520.0,1520.0,Hard,2015-01-05,loss
75,40,1520.0,1520.0,Hard,2015-01-05,win
75,41,1520.0,1520.0,Hard,2015-01-05,loss
76,43,1520.0,1520.0,Hard,2015-01-05,win
76,42,1520.0,1520.0,Hard,2015-01-05,loss
77,44,1520.0,1520.0,Hard,2015-01-05,win
77,45,1520.0,1520.0,Hard,2015-01-05,loss
78,46,1520.0,1520.0,Hard,2015-01-05,win
78,47,1520.0,1520.0,Hard,2015-01-05,loss
79,35,1540.0,1540.0,Hard,2015-01-05,win
79,32,1540.0,1540.0,Hard,2015-01-05,loss
80,36,1540.0,1540.0,Hard,2015-01-05,win
80,38,1540.0,1540.0,Hard,2015-01-05,loss
81,43,1540.0,1540.0,Hard,2015-01-05,win
81,40,1540.0,1540.0,Hard,2015-01-05,loss
82,44,1540.0,1540.0,Hard,2015-01-05,win
82,46,1540.0,1540.0,Hard,2015-01-05,loss
83,36,1560.0,1560.0,Hard,2015-01-05,win
83,35,1560.0,1560.0,Hard,2015-01-05,loss
84,43,1560.0,1560.0,Hard,2015-01-05,win
84,44,1560.0,1560.0,Hard,2015-01-05,loss
85,36,1580.0,1580.0,Hard,2015-01-05,win
85,43,1580.0,1580.0,Hard,2015-01-05,loss
86,48,1500.0,1500.0,Hard,2015-01-11,win
86,33,1500.0,1500.0,Hard,2015-01-11,loss
87,9,1498.85,1498.85,Hard,2015-01-11,win
87,94,1480.0,1480.0,Hard,2015-01-11,loss
88,49,1500.0,1500.0,Hard,2015-01-11,win
88,120,1500.0,1500.0,Hard,2015-01-11,loss
89,50,1500.0,1500.0,Hard,2015-01-11,win
89,44,1540.0,1540.0,Hard,2015-01-11,loss
90,51,1500.0,1500.0,Hard,2015-01-11,win
90,92,1500.0,1500.0,Hard,2015-01-11,loss
91,52,1480.0,1480.0,Hard,2015-01-11,win
91,70,1480.0,1480.0,Hard,2015-01-11,loss
92,4,1498.85,1498.85,Hard,2015-01-11,win
92,114,1480.0,1480.0,Hard,2015-01-11,loss
93,19,1518.92,1518.92,Hard,2015-01-11,win
93,8,1518.92,1518.92,Hard,2015-01-11,loss
94,11,1518.92,1518.92,Hard,2015-01-11,win
94,110,1480.0,1480.0,Hard,2015-01-11,loss
95,53,1500.0,1500.0,Hard,2015-01-11,win
95,5,1518.92,1518.92,Hard,2015-01-11,loss
96,54,1480.0,1480.0,Hard,2015-01-11,win
96,2,1500.0,1500.0,Hard,2015-01-11,loss
97,41,1500.0,1500.0,Hard,2015-01-11,win
97,86,1480.0,1480.0,Hard,2015-01-11,loss
98,48,1520.0,1520.0,Hard,2015-01-11,win
98,122,1500.0,1500.0,Hard,2015-01-11,loss
99,9,1517.77,1517.77,Hard,2015-01-11,win
99,49,1520.0,1520.0,Hard,2015-01-11,loss
100,55,1480.0,1480.0,Hard,2015-01-11,win
100,50,1522.29,1522.29,Hard,2015-01-11,loss
101,52,1500.0,1500.0,Hard,2015-01-11,win
101,51,1520.0,1520.0,Hard,2015-01-11,loss
102,19,1538.92,1538.92,Hard,2015-01-11,win
102,4,1517.77,1517.77,Hard,2015-01-11,loss
103,11,1536.69,1536.69,Hard,2015-01-11,win
103,80,1480.0,1480.0,Hard,2015-01-11,loss
104,53,1521.09,1521.09,Hard,2015-01-11,win
104,54,1501.15,1501.15,Hard,2015-01-11,loss
105,41,1518.85,1518.85,Hard,2015-01-11,win
105,30,1522.23,1522.23,Hard,2015-01-11,loss
106,9,1537.89,1537.89,Hard,2015-01-11,win
106,48,1538.85,1538.85,Hard,2015-01-11,loss
107,52,1521.15,1521.15,Hard,2015-01-11,win
107,55,1502.42,1502.42,Hard,2015-01-11,loss
108,19,1557.7,1557.7,Hard,2015-01-11,win
108,11,1553.45,1553.45,Hard,2015-01-11,loss
109,53,1539.94,1539.94,Hard,2015-01-11,win
109,41,1539.04,1539.04,Hard,2015-01-11,loss
110,9,1557.95,1557.95,Hard,2015-01-11,win
110,52,1540.07,1540.07,Hard,2015-01-11,loss
111,53,1559.89,1559.89,Hard,2015-01-11,win
111,19,1577.46,1577.46,Hard,2015-01-11,loss
112,53,1580.9,1580.9,Hard,2015-01-11,win
112,9,1576.92,1576.92,Hard,2015-01-11,loss
113,56,1500.0,1500.0,Hard,2015-01-12,win
113,75,1480.0,1480.0,Hard,2015-01-12,loss
114,57,1500.0,1500.0,Hard,2015-01-12,win
114,74,1480.0,1480.0,Hard,2015-01-12,loss
115,23,1518.92,1518.92,Hard,2015-01-12,win
115,128,1480.0,1480.0,Hard,2015-01-12,loss
116,58,1500.0,1500.0,Hard,2015-01-12,win
116,125,1500.0,1500.0,Hard,2015-01-12,loss
117,59,1480.0,1480.0,Hard,2015-01-12,win
117,136,1500.0,1500.0,Hard,2015-01-12,loss
118,60,1500.0,1500.0,Hard,2015-01-12,win
118,78,1500.0,1500.0,Hard,2015-01-12,loss
119,12,1498.85,1498.85,Hard,2015-01-12,win
119,87,1500.0,1500.0,Hard,2015-01-12,loss
120,24,1500.0,1500.0,Hard,2015-01-12,win
120,17,1498.85,1498.85,Hard,2015-01-12,loss
121,39,1500.0,1500.0,Hard,2015-01-12,win
121,116,1500.0,1500.0,Hard,2015-01-12,loss
122,61,1500.0,1500.0,Hard,2015-01-12,win
122,26,1519.93,1519.93,Hard,2015-01-12,loss
123,62,1500.0,1500.0,Hard,2015-01-12,win
123,66,1500.0,1500.0,Hard,2015-01-12,loss
124,21,1500.0,1500.0,Hard,2015-01-12,win
124,104,1500.0,1500.0,Hard,2015-01-12,loss
125,63,1500.0,1500.0,Hard,2015-01-12,win
125,56,1518.85,1518.85,Hard,2015-01-12,loss
126,57,1518.85,1518.85,Hard,2015-01-12,win
126,23,1536.69,1536.69,Hard,2015-01-12,loss
127,58,1520.0,1520.0,Hard,2015-01-12,win
127,31,1523.19,1523.19,Hard,2015-01-12,loss
128,59,1501.15,1501.15,Hard,2015-01-12,win
128,60,1520.0,1520.0,Hard,2015-01-12,loss
129,12,1518.92,1518.92,Hard,2015-01-12,win
129,24,1519.93,1519.93,Hard,2015-01-12,loss
130,64,1480.0,1480.0,Hard,2015-01-12,win
130,39,1520.0,1520.0,Hard,2015-01-12,loss
131,62,1520.0,1520.0,Hard,2015-01-12,win
131,61,1521.15,1521.15,Hard,2015-01-12,loss
132,21,1520.0,1520.0,Hard,2015-01-12,win
132,194,1500.0,1500.0,Hard,2015-01-12,loss
133,63,1521.08,1521.08,Hard,2015-01-12,win
133,57,1539.88,1539.88,Hard,2015-01-12,loss
134,58,1540.18,1540.18,Hard,2015-01-12,win
134,59,1522.23,1522.23,Hard,2015-01-12,loss
135,64,1502.29,1502.29,Hard,2015-01-12,win
135,12,1538.97,1538.97,Hard,2015-01-12,loss
136,21,1538.85,1538.85,Hard,2015-01-12,win
136,62,1540.07,1540.07,Hard,2015-01-12,loss
137,58,1559.15,1559.15,Hard,2015-01-12,win
137,63,1542.16,1542.16,Hard,2015-01-12,loss
138,21,1558.92,1558.92,Hard,2015-01-12,win
138,64,1524.4,1524.4,Hard,2015-01-12,loss
139,21,1576.94,1576.94,Hard,2015-01-12,win
139,58,1578.17,1578.17,Hard,2015-01-12,loss
140,32,1520.0,1520.0,Hard,2015-01-19,win
140,28,1557.05,1557.05,Hard,2015-01-19,loss
141,65,1500.0,1500.0,Hard,2015-01-19,win
141,57,1518.8,1518.8,Hard,2015-01-19,loss
142,66,1480.0,1480.0,Hard,2015-01-19,win
142,18,1500.0,1500.0,Hard,2015-01-19,loss
143,37,1500.0,1500.0,Hard,2015-01-19,win
143,109,1500.0,1500.0,Hard,2015-01-19,loss
144,67,1500.0,1500.0,Hard,2015-01-19,win
144,274,1500.0,1500.0,Hard,2015-01-19,loss
145,22,1518.92,1518.92,Hard,2015-01-19,win
145,827,1500.0,1500.0,Hard,2015-01-19,loss
146,19,1556.45,1556.45,Hard,2015-01-19,win
146,24,1499.88,1499.88,Hard,2015-01-19,loss
147,31,1503.01,1503.01,Hard,2015-01-19,win
147,116,1480.0,1480.0,Hard,2015-01-19,loss
148,68,1481.15,1481.15,Hard,2015-01-19,win
148,115,1480.0,1480.0,Hard,2015-01-19,loss
149,58,1558.1,1558.1,Hard,2015-01-19,win
149,126,1500.0,1500.0,Hard,2015-01-19,loss
150,51,1498.85,1498.85,Hard,2015-01-19,win
150,278,1500.0,1500.0,Hard,2015-01-19,loss
151,69,1500.0,1500.0,Hard,2015-01-19,win
151,63,1523.14,1523.14,Hard,2015-01-19,loss
152,70,1460.0,1460.0,Hard,2015-01-19,win
152,55,1483.5,1483.5,Hard,2015-01-19,loss
153,71,1480.0,1480.0,Hard,2015-01-19,win
153,271,1500.0,1500.0,Hard,2015-01-19,loss
154,62,1520.0,1520.0,Hard,2015-01-19,win
154,828,1500.0,1500.0,Hard,2015-01-19,loss
155,15,1542.23,1542.23,Hard,2015-01-19,win
155,212,1500.0,1500.0,Hard,2015-01-19,loss
156,29,1583.14,1583.14,Hard,2015-01-19,win
156,132,1500.0,1500.0,Hard,2015-01-19,loss
157,72,1480.0,1480.0,Hard,2015-01-19,win
157,54,1482.3,1482.3,Hard,2015-01-19,loss
158,2,1478.85,1478.85,Hard,2015-01-19,win
158,131,1480.0,1480.0,Hard,2015-01-19,loss
159,73,1500.0,1500.0,Hard,2015-01-19,win
159,49,1499.87,1499.87,Hard,2015-01-19,loss
160,74,1461.15,1461.15,Hard,2015-01-19,win
160,6,1500.0,1500.0,Hard,2015-01-19,loss
161,50,1499.87,1499.87,Hard,2015-01-19,win
161,114,1461.08,1461.08,Hard,2015-01-19,loss
162,26,1498.79,1498.79,Hard,2015-01-19,win
162,25,1498.85,1498.85,Hard,2015-01-19,loss
163,75,1461.15,1461.15,Hard,2015-01-19,win
163,122,1481.15,1481.15,Hard,2015-01-19,loss
164,36,1600.0,1600.0,Hard,2015-01-19,win
164,104,1480.0,1480.0,Hard,2015-01-19,loss
165,33,1480.0,1480.0,Hard,2015-01-19,win
165,99,1480.0,1480.0,Hard,2015-01-19,loss
166,76,1480.0,1480.0,Hard,2015-01-19,win
166,262,1500.0,1500.0,Hard,2015-01-19,loss
167,77,1480.0,1480.0,Hard,2015-01-19,win
167,191,1480.0,1480.0,Hard,2015-01-19,loss
168,78,1480.0,1480.0,Hard,2015-01-19,win
168,221,1500.0,1500.0,Hard,2015-01-19,loss
169,12,1516.87,1516.87,Hard,2015-01-19,win
169,208,1500.0,1500.0,Hard,2015-01-19,loss
170,46,1520.0,1520.0,Hard,2015-01-19,win
170,45,1500.0,1500.0,Hard,2015-01-19,loss
171,16,1522.23,1522.23,Hard,2015-01-19,win
171,120,1480.0,1480.0,Hard,2015-01-19,loss
172,43,1560.0,1560.0,Hard,2015-01-19,win
172,59,1503.27,1503.27,Hard,2015-01-19,loss
173,79,1480.0,1480.0,Hard,2015-01-19,win
173,101,1500.0,1500.0,Hard,2015-01-19,loss
174,53,1600.67,1600.67,Hard,2015-01-19,win
174,21,1597.01,1597.01,Hard,2015-01-19,loss
175,52,1521.1,1521.1,Hard,2015-01-19,win
175,1,1498.85,1498.85,Hard,2015-01-19,loss
176,80,1463.23,1463.23,Hard,2015-01-19,win
176,96,1500.0,1500.0,Hard,2015-01-19,loss
177,11,1533.7,1533.7,Hard,2015-01-19,win
177,95,1500.0,1500.0,Hard,2015-01-19,loss
178,8,1498.92,1498.92,Hard,2015-01-19,win
178,190,1500.0,1500.0,Hard,2015-01-19,loss
179,10,1500.0,1500.0,Hard,2015-01-19,win
179,194,1481.15,1481.15,Hard,2015-01-19,loss
180,64,1506.38,1506.38,Hard,2015-01-19,win
180,61,1501.08,1501.08,Hard,2015-01-19,loss
181,20,1498.85,1498.85,Hard,2015-01-19,win
181,110,1462.23,1462.23,Hard,2015-01-19,loss
182,3,1518.92,1518.92,Hard,2015-01-19,win
182,42,1500.0,1500.0,Hard,2015-01-19,loss
183,40,1520.0,1520.0,Hard,2015-01-19,win
183,118,1480.0,1480.0,Hard,2015-01-19,loss
184,81,1480.0,1480.0,Hard,2015-01-19,win
184,60,1498.92,1498.92,Hard,2015-01-19,loss
185,82,1500.0,1500.0,Hard,2015-01-19,win
185,39,1497.71,1497.71,Hard,2015-01-19,loss
186,83,1500.0,1500.0,Hard,2015-01-19,win
186,829,1500.0,1500.0,Hard,2015-01-19,loss
187,84,1480.0,1480.0,Hard,2015-01-19,win
187,107,1480.0,1480.0,Hard,2015-01-19,loss
188,85,1500.0,1500.0,Hard,2015-01-19,win
188,230,1500.0,1500.0,Hard,2015-01-19,loss
189,86,1461.15,1461.15,Hard,2015-01-19,win
189,830,1500.0,1500.0,Hard,2015-01-19,loss
190,87,1479.93,1479.93,Hard,2015-01-19,win
190,289,1500.0,1500.0,Hard,2015-01-19,loss
191,5,1497.83,1497.83,Hard,2015-01-19,win
191,27,1500.0,1500.0,Hard,2015-01-19,loss
192,30,1502.04,1502.04,Hard,2015-01-19,win
192,831,1500.0,1500.0,Hard,2015-01-19,loss
193,88,1500.0,1500.0,Hard,2015-01-19,win
193,196,1480.0,1480.0,Hard,2015-01-19,loss
194,89,1480.0,1480.0,Hard,2015-01-19,win
194,334,1500.0,1500.0,Hard,2015-01-19,loss
195,14,1522.23,1522.23,Hard,2015-01-19,win
195,38,1520.0,1520.0,Hard,2015-01-19,loss
196,90,1480.0,1480.0,Hard,2015-01-19,win
196,127,1500.0,1500.0,Hard,2015-01-19,loss
197,91,1480.0,1480.0,Hard,2015-01-19,win
197,9,1557.15,1557.15,Hard,2015-01-19,loss
198,92,1480.0,1480.0,Hard,2015-01-19,win
198,125,1480.0,1480.0,Hard,2015-01-19,loss
199,35,1540.0,1540.0,Hard,2015-01-19,win
199,266,1500.0,1500.0,Hard,2015-01-19,loss
200,4,1498.98,1498.98,Hard,2015-01-19,win
200,17,1478.92,1478.92,Hard,2015-01-19,loss
201,44,1517.71,1517.71,Hard,2015-01-19,win
201,94,1461.08,1461.08,Hard,2015-01-19,loss
202,41,1519.1,1519.1,Hard,2015-01-19,win
202,128,1462.23,1462.23,Hard,2015-01-19,loss
203,13,1582.23,1582.23,Hard,2015-01-19,win
203,23,1515.66,1515.66,Hard,2015-01-19,loss
204,32,1547.66,1547.66,Hard,2015-01-19,win
204,65,1526.35,1526.35,Hard,2015-01-19,loss
205,37,1525.0,1525.0,Hard,2015-01-19,win
205,66,1506.44,1506.44,Hard,2015-01-19,loss
206,67,1525.0,1525.0,Hard,2015-01-19,win
206,22,1542.56,1542.56,Hard,2015-01-19,loss
207,19,1577.41,1577.41,Hard,2015-01-19,win
207,31,1526.36,1526.36,Hard,2015-01-19,loss
208,68,1506.07,1506.07,Hard,2015-01-19,win
208,58,1578.96,1578.96,Hard,2015-01-19,loss
209,51,1523.93,1523.93,Hard,2015-01-19,win
209,69,1526.66,1526.66,Hard,2015-01-19,loss
210,70,1486.69,1486.69,Hard,2015-01-19,win
210,71,1506.44,1506.44,Hard,2015-01-19,loss
211,15,1564.21,1564.21,Hard,2015-01-19,win
211,62,1543.56,1543.56,Hard,2015-01-19,loss
212,29,1602.27,1602.27,Hard,2015-01-19,win
212,72,1505.17,1505.17,Hard,2015-01-19,loss
213,2,1503.93,1503.93,Hard,2015-01-19,win
213,73,1524.99,1524.99,Hard,2015-01-19,loss
214,50,1522.09,1522.09,Hard,2015-01-19,win
214,74,1488.93,1488.93,Hard,2015-01-19,loss
215,26,1523.79,1523.79,Hard,2015-01-19,win
215,75,1487.59,1487.59,Hard,2015-01-19,loss
216,36,1616.69,1616.69,Hard,2015-01-19,win
216,33,1505.0,1505.0,Hard,2015-01-19,loss
217,77,1505.0,1505.0,Hard,2015-01-19,win
217,76,1506.44,1506.44,Hard,2015-01-19,loss
218,12,1540.66,1540.66,Hard,2015-01-19,win
218,78,1506.44,1506.44,Hard,2015-01-19,loss
219,16,1544.21,1544.21,Hard,2015-01-19,win
219,46,1543.56,1543.56,Hard,2015-01-19,loss
220,43,1580.95,1580.95,Hard,2015-01-19,win
220,79,1506.44,1506.44,Hard,2015-01-19,loss
221,53,1625.41,1625.41,Hard,2015-01-19,win
221,52,1544.5,1544.5,Hard,2015-01-19,loss
222,11,1556.28,1556.28,Hard,2015-01-19,win
222,80,1490.87,1490.87,Hard,2015-01-19,loss
223,8,1523.99,1523.99,Hard,2015-01-19,win
223,10,1523.64,1523.64,Hard,2015-01-19,loss
224,64,1531.0,1531.0,Hard,2015-01-19,win
224,20,1521.22,1521.22,Hard,2015-01-19,loss
225,40,1542.13,1542.13,Hard,2015-01-19,win
225,3,1542.56,1542.56,Hard,2015-01-19,loss
226,82,1524.84,1524.84,Hard,2015-01-19,win
226,81,1506.36,1506.36,Hard,2015-01-19,loss
227,84,1505.0,1505.0,Hard,2015-01-19,win
227,83,1525.0,1525.0,Hard,2015-01-19,loss
228,85,1525.0,1525.0,Hard,2015-01-19,win
228,86,1488.93,1488.93,Hard,2015-01-19,loss
229,87,1506.38,1506.38,Hard,2015-01-19,win
229,5,1522.98,1522.98,Hard,2015-01-19,loss
230,88,1523.56,1523.56,Hard,2015-01-19,win
230,30,1526.89,1526.89,Hard,2015-01-19,loss
231,14,1547.07,1547.07,Hard,2015-01-19,win
231,89,1506.44,1506.44,Hard,2015-01-19,loss
232,91,1510.46,1510.46,Hard,2015-01-19,win
232,90,1506.44,1506.44,Hard,2015-01-19,loss
233,92,1505.0,1505.0,Hard,2015-01-19,win
233,35,1562.13,1562.13,Hard,2015-01-19,loss
234,44,1538.67,1538.67,Hard,2015-01-19,win
234,4,1522.54,1522.54,Hard,2015-01-19,loss
235,13,1602.5,1602.5,Hard,2015-01-19,win
235,41,1540.04,1540.04,Hard,2015-01-19,loss
236,32,1571.12,1571.12,Hard,2015-01-19,win
236,37,1548.67,1548.67,Hard,2015-01-19,loss
237,19,1598.76,1598.76,Hard,2015-01-19,win
237,67,1551.26,1551.26,Hard,2015-01-19,loss
238,68,1536.24,1536.24,Hard,2015-01-19,win
238,51,1549.13,1549.13,Hard,2015-01-19,loss
239,15,1587.73,1587.73,Hard,2015-01-19,win
239,70,1513.11,1513.11,Hard,2015-01-19,loss
240,29,1620.46,1620.46,Hard,2015-01-19,win
240,2,1530.45,1530.45,Hard,2015-01-19,loss
241,26,1546.2,1546.2,Hard,2015-01-19,win
241,50,1544.71,1544.71,Hard,2015-01-19,loss
242,36,1633.92,1633.92,Hard,2015-01-19,win
242,77,1530.1,1530.1,Hard,2015-01-19,loss
243,16,1569.16,1569.16,Hard,2015-01-19,win
243,12,1563.2,1563.2,Hard,2015-01-19,loss
244,43,1600.67,1600.67,Hard,2015-01-19,win
244,53,1644.69,1644.69,Hard,2015-01-19,loss
245,11,1576.63,1576.63,Hard,2015-01-19,win
245,8,1548.97,1548.97,Hard,2015-01-19,loss
246,64,1555.29,1555.29,Hard,2015-01-19,win
246,40,1567.16,1567.16,Hard,2015-01-19,loss
247,84,1531.44,1531.44,Hard,2015-01-19,win
247,82,1548.51,1548.51,Hard,2015-01-19,loss
248,85,1547.41,1547.41,Hard,2015-01-19,win
248,87,1532.57,1532.57,Hard,2015-01-19,loss
249,14,1569.16,1569.16,Hard,2015-01-19,win
249,88,1548.8,1548.8,Hard,2015-01-19,loss
250,92,1534.07,1534.07,Hard,2015-01-19,win
250,91,1535.17,1535.17,Hard,2015-01-19,loss
251,44,1562.51,1562.51,Hard,2015-01-19,win
251,13,1623.05,1623.05,Hard,2015-01-19,loss
252,32,1594.51,1594.51,Hard,2015-01-19,win
252,19,1620.37,1620.37,Hard,2015-01-19,loss
253,15,1607.44,1607.44,Hard,2015-01-19,win
253,68,1562.16,1562.16,Hard,2015-01-19,loss
254,29,1639.12,1639.12,Hard,2015-01-19,win
