match_id,match_date,winner_id,loser_id,court_speed_index,round_numeric,best_of,tier_numeric,surface_Hard,surface_Clay,surface_Grass,tier_Grand_Slam,tier_Masters_1000,tier_ATP_500,tier_ATP_250,tier_Challenger,d_elo_overall,d_elo_surface,d_atp_rank,d_surface_win_rate,d_recent_form_10,d_serve_rating,d_return_rating,serve_vs_return,d_ace_rate,d_bp_save_rate,d_days_rest,d_matches_last_14d,p1_matches_14d,p2_matches_14d,h2h_overall,h2h_surface,h2h_surface_3y,h2h_last5_weighted,elo_mkt_gap,d_serve_style_csi,p1_fatigue_games_7d,p2_fatigue_games_7d,d_fatigue_games_7d,p1_surface_transition,p2_surface_transition,d_surface_transition,serve_hold_matchup,p1_form_regression,p2_form_regression,tournament_proximity,total_games,game_diff,p1_is_winner,winner_won
4733,2016-07-11,37,119,28.0,3,3,2,0,1,0,0,0,1,0,0,172.3599999999999,99.94999999999982,-34.0,0.10989010989010983,0.09999999999999998,,3.421052631578945,,,0.03421052631578947,0,0,3,3,0.5,0.5,0.5,0.5,,,34,48,-14,0.0,0.0,0.0,0.09459365732543479,-0.06847057154655745,-0.08680151168958633,0,15,9.0,1,1
4733,2016-07-11,37,119,28.0,3,3,2,0,1,0,0,0,1,0,0,-172.3599999999999,-99.94999999999982,34.0,-0.10989010989010983,-0.09999999999999998,,-3.421052631578945,,,-0.03421052631578947,0,0,3,3,0.5,0.5,0.5,0.5,,,48,34,14,0.0,0.0,-0.0,-0.09459365732543479,-0.08680151168958633,-0.06847057154655745,0,15,9.0,0,0
4732,2016-07-11,275,87,28.0,3,3,2,0,1,0,0,0,1,0,0,-132.28999999999996,-108.74000000000001,59.0,-0.033333333333333326,0.0,,-0.5342099856174158,,,-0.005342099856174176,0,-1,3,4,0.5,0.5,0.5,0.5,,,47,16,31,0.0,0.0,0.0,0.012092059045840542,-0.04111888149898435,0.04786332915049307,0,16,8.0,1,1
4732,2016-07-11,275,87,28.0,3,3,2,0,1,0,0,0,1,0,0,132.28999999999996,108.74000000000001,-59.0,0.033333333333333326,-0.0,,0.5342099856174158,,,0.005342099856174176,0,1,4,3,0.5,0.5,0.5,0.5,,,16,47,-31,0.0,0.0,-0.0,-0.012092059045840542,0.04786332915049307,-0.04111888149898435,0,16,8.0,0,0
4751,2016-07-11,334,4,28.0,3,3,2,0,1,0,0,0,1,0,0,-244.91000000000008,-194.51,108.0,-0.26153846153846155,-0.4,,-3.9909638554216897,,,-0.03990963855421692,-14,-1,1,2,0.5,0.5,0.5,0.5,-0.010331129607187378,,19,0,19,0.0,7.0,-7.0,-0.011857732910364405,0.23255730097546914,-0.09301929254414948,0,29,1.0,1,1
4751,2016-07-11,334,4,28.0,3,3,2,0,1,0,0,0,1,0,0,244.91000000000008,194.51,-108.0,0.26153846153846155,0.4,,3.9909638554216897,,,0.03990963855421692,14,1,2,1,0.5,0.5,0.5,0.5,0.010331129607187295,,0,19,-19,7.0,0.0,7.0,0.011857732910364405,-0.09301929254414948,0.23255730097546914,0,29,1.0,0,0
4750,2016-07-11,49,200,28.0,3,3,2,0,1,0,0,0,1,0,0,76.29000000000019,272.6899999999998,-53.0,0.393939393939394,0.0,,6.571906354515043,,,0.06571906354515045,-14,4,5,1,0.5,0.5,0.5,0.5,0.058545088919449206,,75,0,75,0.0,7.0,-7.0,0.3088646179719452,-0.07143089836840189,-0.3669531512000555,0,19,5.0,1,1
4750,2016-07-11,49,200,28.0,3,3,2,0,1,0,0,0,1,0,0,-76.29000000000019,-272.6899999999998,53.0,-0.393939393939394,-0.0,,-6.571906354515043,,,-0.06571906354515045,14,-4,1,5,0.5,0.5,0.5,0.5,-0.058545088919449206,,0,75,-75,7.0,0.0,7.0,-0.3088646179719452,-0.3669531512000555,-0.07143089836840189,0,19,5.0,0,0
4749,2016-07-11,297,204,28.0,3,3,2,0,1,0,0,0,1,0,0,43.8900000000001,89.59999999999991,-18.0,0.5,0.09999999999999998,,40.65934065934066,,,0.4065934065934066,-77,1,1,0,0.5,0.5,0.5,0.5,0.030960241042053305,,17,0,17,0.0,11.0,-11.0,-0.02777777777777768,-0.11541005741393262,-0.03123158236644319,0,23,3.0,1,1
4749,2016-07-11,297,204,28.0,3,3,2,0,1,0,0,0,1,0,0,-43.8900000000001,-89.59999999999991,18.0,-0.5,-0.09999999999999998,,-40.65934065934066,,,-0.4065934065934066,77,-1,0,1,0.5,0.5,0.5,0.5,-0.030960241042053305,,0,17,-17,11.0,0.0,11.0,0.02777777777777768,-0.03123158236644319,-0.11541005741393262,0,23,3.0,0,0
4747,2016-07-11,120,368,28.0,3,3,2,0,1,0,0,0,1,0,0,101.04999999999995,141.8800000000001,-162.0,,,,,,,,-14,3,3,0,0.5,0.5,0.5,0.5,-0.15395888264501023,,35,0,35,0.0,52.0,-52.0,,-0.11489331853745482,0.0,0,26,4.0,1,1
4747,2016-07-11,120,368,28.0,3,3,2,0,1,0,0,0,1,0,0,-101.04999999999995,-141.8800000000001,162.0,,,,,,,,14,-3,0,3,0.5,0.5,0.5,0.5,0.15395888264501023,,0,35,-35,52.0,0.0,52.0,,0.0,-0.11489331853745482,0,26,4.0,0,0
4746,2016-07-11,26,60,28.0,3,3,2,0,1,0,0,0,1,0,0,169.80999999999995,156.58000000000015,-103.0,0.5238095238095238,0.2,,-15.700483091787433,,,-0.15700483091787443,-49,3,3,0,0.5,0.5,0.5,0.5,,,48,0,48,0.0,7.0,-7.0,0.12586132821426943,0.05734635634437524,0.12207732992129339,0,33,3.0,1,1
4746,2016-07-11,26,60,28.0,3,3,2,0,1,0,0,0,1,0,0,-169.80999999999995,-156.58000000000015,103.0,-0.5238095238095238,-0.2,,15.700483091787433,,,0.15700483091787443,49,-3,0,3,0.5,0.5,0.5,0.5,,,0,48,-48,7.0,0.0,7.0,-0.12586132821426943,0.12207732992129339,0.05734635634437524,0,33,3.0,0,0
4745,2016-07-11,349,935,28.0,3,3,2,0,1,0,0,0,1,0,0,-44.799999999999955,0.0,,,,,,,,,-14,1,1,0,0.5,0.5,0.5,0.5,-0.3621,,16,0,16,0.0,52.0,-52.0,,0.40815242018107883,0.0,0,15,9.0,1,1
4745,2016-07-11,349,935,28.0,3,3,2,0,1,0,0,0,1,0,0,44.799999999999955,-0.0,,,,,,,,,14,-1,0,1,0.5,0.5,0.5,0.5,0.3621,,0,16,-16,52.0,0.0,52.0,,0.0,0.40815242018107883,0,15,9.0,0,0
4744,2016-07-11,262,52,28.0,3,3,2,0,1,0,0,0,1,0,0,-12.200000000000045,-44.20999999999981,-26.0,0.04545454545454547,0.2,,-11.227890284542411,,,-0.11227890284542419,-14,3,4,1,0.0,0.0,0.0,0.0,,,80,0,80,0.0,7.0,-7.0,-0.04371570498215227,-0.211355071140312,0.08048325563448094,0,23,3.0,1,1
4744,2016-07-11,262,52,28.0,3,3,2,0,1,0,0,0,1,0,0,12.200000000000045,44.20999999999981,26.0,-0.04545454545454547,-0.2,,11.227890284542411,,,0.11227890284542419,14,-3,1,4,1.0,1.0,1.0,1.0,,,0,80,-80,7.0,0.0,7.0,0.04371570498215227,0.08048325563448094,-0.211355071140312,0,23,3.0,0,0
4743,2016-07-11,295,195,28.0,3,3,2,0,1,0,0,0,1,0,0,-301.32000000000016,-191.93000000000006,55.0,-0.2857142857142857,-0.49999999999999994,,-9.026375773363725,,,-0.09026375773363726,-14,-1,2,3,0.5,0.5,0.5,0.5,,,29,0,29,0.0,7.0,-7.0,-0.06703208365231073,0.05590044662463495,-0.06228302074027747,0,25,3.0,1,1
4743,2016-07-11,295,195,28.0,3,3,2,0,1,0,0,0,1,0,0,301.32000000000016,191.93000000000006,-55.0,0.2857142857142857,0.49999999999999994,,9.026375773363725,,,0.09026375773363726,14,1,3,2,0.5,0.5,0.5,0.5,,,0,29,-29,7.0,0.0,7.0,0.06703208365231073,-0.06228302074027747,0.05590044662463495,0,25,3.0,0,0
4748,2016-07-11,96,100,28.0,3,3,2,0,1,0,0,0,1,0,0,53.08999999999992,68.38000000000011,-42.0,0.5714285714285714,0.0,,10.550458715596335,,,0.10550458715596334,-49,3,3,0,0.5,0.5,0.5,0.5,-0.06514449890187946,,55,0,55,0.0,7.0,-7.0,-0.06056715364958398,-0.024795578536051133,-0.011253572818716584,0,23,3.0,1,1
4748,2016-07-11,96,100,28.0,3,3,2,0,1,0,0,0,1,0,0,-53.08999999999992,-68.38000000000011,42.0,-0.5714285714285714,-0.0,,-10.550458715596335,,,-0.10550458715596334,49,-3,0,3,0.5,0.5,0.5,0.5,0.06514449890187946,,0,55,-55,7.0,0.0,7.0,0.06056715364958398,-0.011253572818716584,-0.024795578536051133,0,23,3.0,0,0
4741,2016-07-11,348,364,28.0,3,3,2,0,1,0,0,0,1,0,0,24.6099999999999,24.170000000000073,,0.0,0.0,,12.5,,,0.125,-77,1,1,0,0.5,0.5,0.5,0.5,,,14,0,14,0.0,11.0,-11.0,-0.04761904761904767,0.42188227820292795,0.5811753771323825,0,27,7.0,1,1
4741,2016-07-11,348,364,28.0,3,3,2,0,1,0,0,0,1,0,0,-24.6099999999999,-24.170000000000073,,-0.0,-0.0,,-12.5,,,-0.125,77,-1,0,1,0.5,0.5,0.5,0.5,,,0,14,-14,11.0,0.0,11.0,0.04761904761904767,0.5811753771323825,0.42188227820292795,0,27,7.0,0,0
4740,2016-07-11,340,39,28.0,3,3,2,0,1,0,0,0,1,0,0,158.16000000000008,116.28999999999996,129.0,-0.16666666666666666,-0.04999999999999999,,10.417768376520357,,,0.10417768376520353,-14,0,1,1,0.5,0.5,0.5,0.5,,,38,0,38,0.0,7.0,-7.0,0.22472527472527482,0.22306068283096464,-0.16625281265260958,0,32,2.0,1,1
4740,2016-07-11,340,39,28.0,3,3,2,0,1,0,0,0,1,0,0,-158.16000000000008,-116.28999999999996,-129.0,0.16666666666666666,0.04999999999999999,,-10.417768376520357,,,-0.10417768376520353,14,0,1,1,0.5,0.5,0.5,0.5,,,0,38,-38,7.0,0.0,7.0,-0.22472527472527482,-0.16625281265260958,0.22306068283096464,0,32,2.0,0,0
4739,2016-07-11,103,97,28.0,3,3,2,0,1,0,0,0,1,0,0,-135.79999999999995,-93.89999999999986,133.0,-0.24038461538461542,0.0,,1.53846153846154,,,0.015384615384615441,-14,0,2,2,0.5,0.5,0.5,0.5,,,57,0,57,0.0,7.0,-7.0,0.04118920579278629,-0.050125547158689554,0.08002419957680362,0,31,1.0,1,1
4739,2016-07-11,103,97,28.0,3,3,2,0,1,0,0,0,1,0,0,135.79999999999995,93.89999999999986,-133.0,0.24038461538461542,-0.0,,-1.53846153846154,,,-0.015384615384615441,14,0,2,2,0.5,0.5,0.5,0.5,,,0,57,-57,7.0,0.0,7.0,-0.04118920579278629,0.08002419957680362,-0.050125547158689554,0,31,1.0,0,0
4738,2016-07-11,57,37,28.0,3,3,2,0,1,0,0,0,1,0,0,46.61999999999989,11.25,-24.0,-0.05965909090909094,0.09999999999999998,,-3.294232649071361,,,-0.0329423264907136,0,0,4,4,0.5,0.5,0.5,0.5,,,22,49,-27,0.0,0.0,0.0,-0.07194582052902343,-0.09792051471951746,-0.03379593781895496,0,19,5.0,1,1
4738,2016-07-11,57,37,28.0,3,3,2,0,1,0,0,0,1,0,0,-46.61999999999989,-11.25,24.0,0.05965909090909094,-0.09999999999999998,,3.294232649071361,,,0.0329423264907136,0,0,4,4,0.5,0.5,0.5,0.5,,,49,22,27,0.0,0.0,-0.0,0.07194582052902343,-0.03379593781895496,-0.09792051471951746,0,19,5.0,0,0
4737,2016-07-11,57,36,28.0,3,3,2,0,1,0,0,0,1,0,0,-8.200000000000045,-95.60000000000014,22.0,-0.15454545454545454,0.09999999999999998,,5.73197700132684,,,0.05731977001326849,0,2,5,3,0.0,0.0,0.0,0.0,,,41,30,11,0.0,0.0,0.0,0.004713540926430615,-0.14534719066422763,0.0811018199428597,0,22,4.0,1,1
4737,2016-07-11,57,36,28.0,3,3,2,0,1,0,0,0,1,0,0,8.200000000000045,95.60000000000014,-22.0,0.15454545454545454,-0.09999999999999998,,-5.73197700132684,,,-0.05731977001326849,0,-2,3,5,1.0,1.0,1.0,1.0,,,30,41,-11,0.0,0.0,-0.0,-0.004713540926430615,0.0811018199428597,-0.14534719066422763,0,22,4.0,0,0
4736,2016-07-11,37,275,28.0,3,3,2,0,1,0,0,0,1,0,0,156.8699999999999,93.61999999999989,-30.0,-0.07114624505928857,0.09999999999999998,,7.669172932330824,,,0.07669172932330826,0,1,5,4,0.5,0.5,0.5,0.5,,,68,63,5,0.0,0.0,0.0,0.044076309453547347,-0.012174389627009452,-0.018336181094972148,0,16,8.0,1,1
4736,2016-07-11,37,275,28.0,3,3,2,0,1,0,0,0,1,0,0,-156.8699999999999,-93.61999999999989,30.0,0.07114624505928857,-0.09999999999999998,,-7.669172932330824,,,-0.07669172932330826,0,-1,4,5,0.5,0.5,0.5,0.5,,,63,68,-5,0.0,0.0,-0.0,-0.044076309453547347,-0.018336181094972148,-0.012174389627009452,0,16,8.0,0,0
4742,2016-07-11,5,110,28.0,3,3,2,0,1,0,0,0,1,0,0,122.1400000000001,-10.279999999999973,-69.0,0.13636363636363635,0.19999999999999996,,-9.22256097560976,,,-0.09222560975609762,-14,4,5,1,0.5,0.5,0.5,0.5,,,69,0,69,0.0,7.0,-7.0,0.1658441558441558,-0.13442092427785834,-0.03428277403037927,0,26,0.0,1,1
4742,2016-07-11,5,110,28.0,3,3,2,0,1,0,0,0,1,0,0,-122.1400000000001,10.279999999999973,69.0,-0.13636363636363635,-0.19999999999999996,,9.22256097560976,,,0.09222560975609762,14,-4,1,5,0.5,0.5,0.5,0.5,,,0,69,-69,7.0,0.0,7.0,-0.1658441558441558,-0.03428277403037927,-0.13442092427785834,0,26,0.0,0,0
4734,2016-07-11,57,209,28.0,3,3,2,0,1,0,0,0,1,0,0,206.75,152.8800000000001,-195.0,0.1588235294117647,0.42500000000000004,,2.4717514124293842,,,0.024717514124293793,0,4,6,2,0.5,0.5,0.5,0.5,,,63,44,19,0.0,0.0,0.0,0.04214226530061527,-0.23347218640163447,0.07216121574579315,0,30,6.0,1,1
4734,2016-07-11,57,209,28.0,3,3,2,0,1,0,0,0,1,0,0,-206.75,-152.8800000000001,195.0,-0.1588235294117647,-0.42500000000000004,,-2.4717514124293842,,,-0.024717514124293793,0,-4,2,6,0.5,0.5,0.5,0.5,,,44,63,-19,0.0,0.0,-0.0,-0.04214226530061527,0.07216121574579315,-0.23347218640163447,0,30,6.0,0,0
4735,2016-07-11,36,38,28.0,3,3,2,0,1,0,0,0,1,0,0,101.44000000000005,213.91000000000008,-88.0,0.06666666666666665,-0.09999999999999998,,-12.540849673202608,,,-0.12540849673202614,0,0,4,4,1.0,0.5,0.5,1.0,,,52,52,0,0.0,0.0,0.0,0.008089225589225646,0.15806358239704565,-0.0729236482787623,0,27,5.0,1,1
4735,2016-07-11,36,38,28.0,3,3,2,0,1,0,0,0,1,0,0,-101.44000000000005,-213.91000000000008,88.0,-0.06666666666666665,0.09999999999999998,,12.540849673202608,,,0.12540849673202614,0,0,4,4,0.0,0.5,0.5,0.0,,,52,52,0,0.0,0.0,-0.0,-0.008089225589225646,-0.0729236482787623,0.15806358239704565,0,27,5.0,0,0
4849,2016-07-15,132,184,28.0,3,5,1,0,1,0,0,0,0,1,0,-114.32999999999993,-81.73000000000002,75.0,-0.3,-0.2666666666666666,,,,,,-80,0,0,0,0.5,0.5,0.5,0.5,,,0,0,0,7.571428571428571,52.0,-44.42857142857143,,-0.008370363555495142,-0.13977159363270186,0,54,0.0,1,1
4849,2016-07-15,132,184,28.0,3,5,1,0,1,0,0,0,0,1,0,114.32999999999993,81.73000000000002,-75.0,0.3,0.2666666666666666,,,,,,80,0,0,0,0.5,0.5,0.5,0.5,,,0,0,0,52.0,7.571428571428571,44.42857142857143,,-0.13977159363270186,-0.008370363555495142,0,54,0.0,0,0
4848,2016-07-15,108,180,28.0,3,5,1,0,1,0,0,0,0,1,0,88.09999999999991,39.75,-304.0,0.5,0.15000000000000002,,19.813084112149525,,,0.19813084112149526,-63,0,0,0,0.5,0.5,0.5,0.5,,,0,0,0,7.571428571428571,11.571428571428571,-4.0,0.08028737135879993,0.17290605617646937,0.13640415356295854,0,36,10.0,1,1
4848,2016-07-15,108,180,28.0,3,5,1,0,1,0,0,0,0,1,0,-88.09999999999991,-39.75,304.0,-0.5,-0.15000000000000002,,-19.813084112149525,,,-0.19813084112149526,63,0,0,0,0.5,0.5,0.5,0.5,,,0,0,0,11.571428571428571,7.571428571428571,4.0,-0.08028737135879993,0.13640415356295854,0.17290605617646937,0,36,10.0,0,0
4847,2016-07-15,360,316,42.0,3,5,1,1,0,0,0,0,0,1,0,-1.2100000000000364,29.8599999999999,-894.0,,,,,,,,-119,0,0,0,0.5,0.5,0.5,0.5,,,0,0,0,52.0,52.0,0.0,,0.0,-0.15545783373437327,0,35,9.0,1,1
4847,2016-07-15,360,316,42.0,3,5,1,1,0,0,0,0,0,1,0,1.2100000000000364,-29.8599999999999,894.0,,,,,,,,119,0,0,0,0.5,0.5,0.5,0.5,,,0,0,0,52.0,52.0,-0.0,,-0.15545783373437327,0.0,0,35,9.0,0,0
4846,2016-07-15,322,170,42.0,3,3,1,1,0,0,0,0,0,1,0,0.7599999999999909,32.01999999999998,-660.0,,0.0,,,,,,0,0,0,0,0.5,0.5,0.5,0.5,,,0,0,0,19.0,52.0,-33.0,,-0.46585981649868324,-0.4551342447055726,0,37,7.0,1,1
4846,2016-07-15,322,170,42.0,3,3,1,1,0,0,0,0,0,1,0,-0.7599999999999909,-32.01999999999998,660.0,,-0.0,,,,,,0,0,0,0,0.5,0.5,0.5,0.5,,,0,0,0,52.0,19.0,33.0,,-0.4551342447055726,-0.46585981649868324,0,37,7.0,0,0
4845,2016-07-15,360,168,42.0,3,5,1,1,0,0,0,0,0,1,0,-16.819999999999936,16.029999999999973,,1.0,0.33333333333333337,,,,,,-133,1,1,0,0.5,0.5,0.5,0.5,,,35,0,35,0.0,52.0,-52.0,,-0.5258522256081815,-0.15812394794801643,0,32,8.0,1,1
4845,2016-07-15,360,168,42.0,3,5,1,1,0,0,0,0,0,1,0,16.819999999999936,-16.029999999999973,,-1.0,-0.33333333333333337,,,,,,133,-1,0,1,0.5,0.5,0.5,0.5,,,0,35,-35,52.0,0.0,52.0,,-0.15812394794801643,-0.5258522256081815,0,32,8.0,0,0
4844,2016-07-15,359,462,28.0,3,3,1,0,1,0,0,0,0,1,0,49.210000000000036,30.720000000000027,951.0,,,,,,,,-130,0,0,0,0.5,0.5,0.5,0.5,,,0,0,0,52.0,52.0,0.0,,0.0,0.4505700553405525,0,32,4.0,1,1
4844,2016-07-15,359,462,28.0,3,3,1,0,1,0,0,0,0,1,0,-49.210000000000036,-30.720000000000027,-951.0,,,,,,,,130,0,0,0,0.5,0.5,0.5,0.5,,,0,0,0,52.0,52.0,-0.0,,0.4505700553405525,0.0,0,32,4.0,0,0
4840,2016-07-15,243,939,28.0,3,3,1,0,1,0,0,0,0,1,0,23.6400000000001,-16.0,-942.0,,,,,,,,119,0,0,0,0.5,0.5,0.5,0.5,,,0,0,0,52.0,52.0,0.0,,-0.2419329488264852,0.0,0,17,7.0,1,1
4840,2016-07-15,243,939,28.0,3,3,1,0,1,0,0,0,0,1,0,-23.6400000000001,16.0,942.0,,,,,,,,-119,0,0,0,0.5,0.5,0.5,0.5,,,0,0,0,52.0,52.0,-0.0,,0.0,-0.2419329488264852,0,17,7.0,0,0
4841,2016-07-15,241,462,28.0,3,5,1,0,1,0,0,0,0,1,0,31.710000000000036,11.809999999999945,-115.0,0.6666666666666666,0.6666666666666666,,,,,,133,-1,0,1,0.5,0.5,0.5,0.5,,,0,32,-32,19.0,0.0,19.0,,-0.12712098726599008,0.4607999502907395,0,45,3.0,1,1
4841,2016-07-15,241,462,28.0,3,5,1,0,1,0,0,0,0,1,0,-31.710000000000036,-11.809999999999945,115.0,-0.6666666666666666,-0.6666666666666666,,,,,,-133,1,1,0,0.5,0.5,0.5,0.5,,,32,0,32,0.0,19.0,-19.0,,0.4607999502907395,-0.12712098726599008,0,45,3.0,0,0
4839,2016-07-15,137,319,28.0,3,5,1,0,1,0,0,0,0,1,0,-20.3900000000001,32.0,100.0,,-0.75,,,,,,0,0,0,0,0.5,0.5,0.5,0.5,,,0,0,0,52.0,52.0,0.0,,0.23169543694436723,-0.43315979891415,0,23,13.0,1,1
4839,2016-07-15,137,319,28.0,3,5,1,0,1,0,0,0,0,1,0,20.3900000000001,-32.0,-100.0,,0.75,,,,,,0,0,0,0,0.5,0.5,0.5,0.5,,,0,0,0,52.0,52.0,-0.0,,-0.43315979891415,0.23169543694436723,0,23,13.0,0,0
4838,2016-07-15,358,319,28.0,3,5,1,0,1,0,0,0,0,1,0,-59.930000000000064,0.0,421.0,,-0.6666666666666666,,,,,,133,-1,0,1,0.5,0.5,0.5,0.5,,,0,23,-23,52.0,0.0,52.0,,0.4656950935115738,-0.08581826802469772,0,38,6.0,1,1
4838,2016-07-15,358,319,28.0,3,5,1,0,1,0,0,0,0,1,0,59.930000000000064,-0.0,-421.0,,0.6666666666666666,,,,,,-133,1,1,0,0.5,0.5,0.5,0.5,,,23,0,23,0.0,52.0,-52.0,,-0.08581826802469772,0.4656950935115738,0,38,6.0,0,0
4837,2016-07-15,137,243,28.0,3,5,1,0,1,0,0,0,0,1,0,-73.5,0.0,13.0,0.0,-0.43333333333333335,,,,,,0,0,1,1,0.5,0.5,0.5,0.5,,,23,17,6,0.0,0.0,0.0,,0.051813005434583614,-0.25196647331906497,0,39,9.0,1,1
4837,2016-07-15,137,243,28.0,3,5,1,0,1,0,0,0,0,1,0,73.5,-0.0,-13.0,-0.0,0.43333333333333335,,,,,,0,0,1,1,0.5,0.5,0.5,0.5,,,17,23,-6,0.0,0.0,-0.0,,-0.25196647331906497,0.051813005434583614,0,39,9.0,0,0
4850,2016-07-15,108,132,28.0,3,5,1,0,1,0,0,0,0,1,0,82.33999999999992,83.45999999999981,-130.0,0.20512820512820512,0.09999999999999998,,15.204678362573098,,,0.15204678362573099,0,0,1,1,0.5,0.5,0.5,0.5,,,36,54,-18,0.0,0.0,0.0,0.10960330179080169,0.08349672378696327,0.014677358748216573,0,28,10.0,1,1
4850,2016-07-15,108,132,28.0,3,5,1,0,1,0,0,0,0,1,0,-82.33999999999992,-83.45999999999981,130.0,-0.20512820512820512,-0.09999999999999998,,-15.204678362573098,,,-0.15204678362573099,0,0,1,1,0.5,0.5,0.5,0.5,,,54,36,18,0.0,0.0,-0.0,-0.10960330179080169,0.014677358748216573,0.08349672378696327,0,28,10.0,0,0
4836,2016-07-15,357,857,42.0,3,3,1,1,0,0,0,0,0,1,0,30.660000000000082,27.470000000000027,,0.0,0.0,,,,,,165,0,0,0,0.5,0.5,0.5,0.5,,,0,0,0,42.57142857142857,19.0,23.57142857142857,,0.4520382836745839,0.46555902364181434,0,22,4.0,1,1
4836,2016-07-15,357,857,42.0,3,3,1,1,0,0,0,0,0,1,0,-30.660000000000082,-27.470000000000027,,-0.0,-0.0,,,,,,-165,0,0,0,0.5,0.5,0.5,0.5,,,0,0,0,19.0,42.57142857142857,-23.57142857142857,,0.46555902364181434,0.4520382836745839,0,22,4.0,0,0
4835,2016-07-15,304,856,42.0,3,5,1,1,0,0,0,0,0,1,0,62.91000000000008,31.930000000000064,-969.0,,1.0,,,,,,-231,0,0,0,0.5,0.5,0.5,0.5,,,0,0,0,52.0,71.0,-19.0,,-0.42621244384890866,0.45513424470557273,0,26,12.0,1,1
4835,2016-07-15,304,856,42.0,3,5,1,1,0,0,0,0,0,1,0,-62.91000000000008,-31.930000000000064,969.0,,-1.0,,,,,,231,0,0,0,0.5,0.5,0.5,0.5,,,0,0,0,71.0,52.0,19.0,,0.45513424470557273,-0.42621244384890866,0,26,12.0,0,0
4842,2016-07-15,359,309,28.0,3,5,1,0,1,0,0,0,0,1,0,29.220000000000027,16.0,1201.0,1.0,0.75,,,,,,-133,1,1,0,0.5,0.5,0.5,0.5,,,32,0,32,0.0,52.0,-52.0,,-0.45044180405524636,0.18449594258885893,0,28,8.0,1,1
4842,2016-07-15,359,309,28.0,3,5,1,0,1,0,0,0,0,1,0,-29.220000000000027,-16.0,-1201.0,-1.0,-0.75,,,,,,133,-1,0,1,0.5,0.5,0.5,0.5,,,0,32,-32,52.0,0.0,52.0,,0.18449594258885893,-0.45044180405524636,0,28,8.0,0,0
4851,2016-07-15,361,326,42.0,3,3,1,1,0,0,0,0,0,1,0,-0.6400000000001,-0.6400000000001,63.0,,,,,,,,-119,0,0,0,0.5,0.5,0.5,0.5,,,0,0,0,52.0,19.0,33.0,,0.0,-0.020553374570591754,0,22,8.0,1,1
4851,2016-07-15,361,326,42.0,3,3,1,1,0,0,0,0,0,1,0,0.6400000000001,0.6400000000001,-63.0,,,,,,,,119,0,0,0,0.5,0.5,0.5,0.5,,,0,0,0,19.0,52.0,-33.0,,-0.020553374570591754,0.0,0,22,8.0,0,0
4860,2016-07-15,208,99,28.0,3,3,1,0,1,0,0,0,0,1,0,39.1099999999999,-37.77999999999997,-14.0,-0.17045454545454541,0.10000000000000003,,4.090909090909086,,,0.040909090909090895,0,0,0,0,0.5,0.5,0.5,0.5,,,0,0,0,7.571428571428571,7.571428571428571,0.0,-0.017263292263292263,-0.07817148309276245,0.12112571288535956,0,32,6.0,1,1
4860,2016-07-15,208,99,28.0,3,3,1,0,1,0,0,0,0,1,0,-39.1099999999999,37.77999999999997,14.0,0.17045454545454541,-0.10000000000000003,,-4.090909090909086,,,-0.040909090909090895,0,0,0,0,0.5,0.5,0.5,0.5,,,0,0,0,7.571428571428571,7.571428571428571,-0.0,0.017263292263292263,0.12112571288535956,-0.07817148309276245,0,32,6.0,0,0
4853,2016-07-15,320,925,42.0,3,3,1,1,0,0,0,0,0,1,0,34.42000000000007,34.98000000000002,,0.5,0.5,,,,,,0,0,0,0,0.5,0.5,0.5,0.5,,,0,0,0,19.0,19.0,0.0,,0.029840536695099895,0.45513424470557273,0,32,2.0,1,1
4853,2016-07-15,320,925,42.0,3,3,1,1,0,0,0,0,0,1,0,-34.42000000000007,-34.98000000000002,,-0.5,-0.5,,,,,,0,0,0,0,0.5,0.5,0.5,0.5,,,0,0,0,19.0,19.0,-0.0,,0.45513424470557273,0.029840536695099895,0,32,2.0,0,0
4868,2016-07-15,17,192,42.0,3,5,1,1,0,0,0,0,0,1,0,-157.70000000000005,-189.53999999999996,28.0,-0.18828828828828825,-0.19999999999999996,,-14.827391058290893,,,-0.14827391058290895,0,0,0,0,0.0,0.5,0.5,0.0,,,0,0,0,16.571428571428573,16.571428571428573,0.0,,-0.07353827032487592,0.048780936647207396,0,38,4.0,1,1
4868,2016-07-15,17,192,42.0,3,5,1,1,0,0,0,0,0,1,0,157.70000000000005,189.53999999999996,-28.0,0.18828828828828825,0.19999999999999996,,14.827391058290893,,,0.14827391058290895,0,0,0,0,1.0,0.5,0.5,1.0,,,0,0,0,16.571428571428573,16.571428571428573,-0.0,,0.048780936647207396,-0.07353827032487592,0,38,4.0,0,0
4834,2016-07-15,357,313,42.0,3,5,1,1,0,0,0,0,0,1,0,-18.360000000000127,-38.25,266.0,-0.5,0.0,,,,,,-133,1,1,0,0.5,0.5,0.5,0.5,,,22,0,22,0.0,19.0,-19.0,,-0.0262182051019359,0.008605062060945023,0,24,12.0,1,1
4834,2016-07-15,357,313,42.0,3,5,1,1,0,0,0,0,0,1,0,18.360000000000127,38.25,-266.0,0.5,-0.0,,,,,,133,-1,0,1,0.5,0.5,0.5,0.5,,,0,22,-22,19.0,0.0,19.0,,0.008605062060945023,-0.0262182051019359,0,24,12.0,0,0
